ine5,municipi,tipus_territorial,densitat_hab_km2,etca,kwh_dom,base_implied,base_pred,err_regressio_pct,err_loo_pct
43029,Blancafort,interior_rural,27.2,,647437,,1741.0,,
43030,Bonastre,interior_rural,30.7,,1121900,,1417.0,,
43031,"Borges del Camp, les",interior_rural,271.8,2166.0,3097742,1430.0,1527.0,-6.3,-6.4
43032,Bot,interior_rural,16.1,,897734,,1614.0,,
43033,Botarell,interior_rural,98.7,1164.0,1722193,1480.0,1649.0,-10.3,-10.3
43034,Bràfim,interior_rural,109.7,,1185939,,1622.0,,
43035,Cabacés,interior_rural,9.7,,340545,,1647.0,,
43036,Cabra del Camp,interior_rural,49.3,1275.0,2064464,1619.0,1579.0,2.6,2.6
43039,Capafonts,interior_rural,8.0,,196722,,1896.0,,
43040,Capçanes,interior_rural,19.4,,659535,,1698.0,,
43041,Caseres,interior_rural,5.7,,332711,,1638.0,,
43042,Castellvell del Camp,interior_rural,588.0,2532.0,4493120,1775.0,1671.0,6.2,6.3
43043,"Catllar, el",interior_rural,198.9,4619.0,9268889,2007.0,1698.0,18.2,18.3
43044,"Sénia, la",interior_rural,52.4,5277.0,6752748,1280.0,1441.0,-11.2,-11.3
43045,Colldejou,interior_rural,11.2,,215301,,1719.0,,
43046,Conesa,interior_rural,3.9,,198474,,1807.0,,
43047,Constantí,interior_rural,225.3,7725.0,8214116,1063.0,1282.0,-17.1,-17.2
43048,Corbera d'Ebre,interior_rural,19.3,910.0,1353840,1488.0,1584.0,-6.1,-6.1
43049,Cornudella de Montsant,interior_rural,16.5,1287.0,1570150,1220.0,1707.0,-28.5,-28.7
43052,Xerta,interior_rural,36.0,1091.0,1790856,1641.0,1614.0,1.7,1.7
43053,Duesaigües,interior_rural,16.5,,296198,,1750.0,,
43054,"Espluga de Francolí, l'",interior_rural,68.5,3735.0,4833865,1294.0,1381.0,-6.3,-6.3
43055,Falset,interior_rural,90.8,2919.0,3655696,1252.0,1427.0,-12.3,-12.3
43056,"Fatarella, la",interior_rural,15.3,,1526504,,1721.0,,
43058,"Figuera, la",interior_rural,6.6,,187801,,1650.0,,
43059,Figuerola del Camp,interior_rural,15.4,,458516,,1908.0,,
43060,Flix,interior_rural,28.7,3390.0,6247970,1843.0,1817.0,1.4,1.4
43062,Freginals,interior_rural,24.8,,372849,,1635.0,,
43063,"Galera, la",interior_rural,26.5,,1036521,,1521.0,,
43064,Gandesa,interior_rural,44.8,3243.0,4087014,1260.0,1368.0,-7.9,-8.0
43065,Garcia,interior_rural,10.4,,861122,,1680.0,,
43066,"Garidells, els",interior_rural,68.2,,227899,,1763.0,,
43067,Ginestar,interior_rural,51.9,,943085,,1593.0,,
43068,Godall,interior_rural,18.6,,861067,,1599.0,,
43069,Gratallops,interior_rural,17.2,,303920,,1729.0,,
43070,"Guiamets, els",interior_rural,21.6,,422927,,1773.0,,
43071,Horta de Sant Joan,interior_rural,9.8,1224.0,1565716,1279.0,1617.0,-20.9,-21.1
43072,"Lloar, el",interior_rural,15.3,,176076,,1697.0,,
43073,Llorac,interior_rural,4.4,,181625,,1933.0,,
43074,Llorenç del Penedès,interior_rural,524.2,2279.0,3775984,1657.0,1574.0,5.2,5.3
43075,Margalef,interior_rural,3.1,,346234,,1769.0,,
43076,Marçà,interior_rural,37.5,,906781,,1638.0,,
43077,Mas de Barberans,interior_rural,7.0,,664919,,1659.0,,
43078,Masdenverge,interior_rural,79.2,976.0,1808623,1853.0,1538.0,20.5,20.7
43079,Masllorenç,interior_rural,87.2,,964445,,1559.0,,
43080,"Masó, la",interior_rural,84.1,,394545,,1479.0,,
43081,Maspujols,interior_rural,247.9,,1195173,,1640.0,,
43082,"Masroig, el",interior_rural,31.1,,707101,,1596.0,,
43083,"Milà, el",interior_rural,47.4,,313697,,1614.0,,
43084,Miravet,interior_rural,21.2,,1140810,,1645.0,,
43085,"Molar, el",interior_rural,13.7,,426630,,1710.0,,
43086,Montblanc,interior_rural,83.3,8354.0,9152170,1096.0,1422.0,-23.0,-23.1
43088,Montbrió del Camp,interior_rural,300.6,2971.0,5018418,1689.0,1540.0,9.7,9.8
43089,Montferri,interior_rural,24.8,,871635,,1640.0,,
43090,"Montmell, el",interior_rural,26.5,2021.0,3159406,1563.0,1547.0,1.0,1.0
43091,Mont-ral,interior_rural,5.4,,285660,,1743.0,,
43093,Móra d'Ebre,interior_rural,127.7,5650.0,9007882,1594.0,1390.0,14.7,14.8
43094,Móra la Nova,interior_rural,213.9,2947.0,4428261,1503.0,1292.0,16.3,16.4
43095,"Morell, el",interior_rural,646.5,4125.0,5444220,1320.0,1403.0,-5.9,-5.9
43096,"Morera de Montsant, la",interior_rural,2.7,,279017,,1786.0,,
43097,"Nou de Gaià, la",interior_rural,142.7,,873874,,1583.0,,
43098,Nulles,interior_rural,53.0,,824745,,1641.0,,
43099,"Palma d'Ebre, la",interior_rural,8.9,,501263,,1631.0,,
43100,"Pallaresos, els",interior_rural,987.3,4433.0,7170782,1618.0,1533.0,5.5,5.6
43101,Passanant i Belltall,interior_rural,5.9,,300404,,2063.0,,
43102,Paüls,interior_rural,12.6,,781213,,1653.0,,
43103,Perafort,interior_rural,137.0,1132.0,1946422,1719.0,1699.0,1.2,1.2
43105,"Piles, les",interior_rural,10.3,,332672,,1849.0,,
43106,"Pinell de Brai, el",interior_rural,17.3,901.0,1403670,1558.0,1625.0,-4.1,-4.2
43107,Pira,interior_rural,58.6,,621468,,1636.0,,
43108,"Pla de Santa Maria, el",interior_rural,68.6,2431.0,2829902,1164.0,1382.0,-15.8,-15.9
43109,"Pobla de Mafumet, la",interior_rural,681.8,4237.0,4586328,1082.0,1325.0,-18.3,-18.3
43110,"Pobla de Massaluca, la",interior_rural,8.0,,489209,,1600.0,,
43112,Poboleda,interior_rural,24.4,,492136,,1647.0,,
43113,"Pont d'Armentera, el",interior_rural,23.2,,690022,,1630.0,,
43114,Porrera,interior_rural,14.7,,763082,,1698.0,,
43115,Pradell de la Teixeta,interior_rural,8.2,,259244,,1802.0,,
43116,Prades,interior_rural,20.8,1124.0,1342937,1195.0,1730.0,-30.9,-31.1
43117,Prat de Comte,interior_rural,7.2,,232378,,1680.0,,
43118,Pratdip,interior_rural,21.5,,1694465,,1695.0,,
43119,Puigpelat,interior_rural,128.2,1175.0,1469670,1251.0,1636.0,-23.5,-23.7
43120,Querol,interior_rural,8.3,,1164202,,1754.0,,
43121,Rasquera,interior_rural,15.8,,994658,,1619.0,,
43122,Renau,interior_rural,19.2,,201836,,1972.0,,
43124,"Riba, la",interior_rural,71.1,,808824,,2164.0,,
43125,Riba-roja d'Ebre,interior_rural,11.4,1092.0,2101666,1925.0,1797.0,7.1,7.1
43127,Riudecanyes,interior_rural,80.9,1242.0,1901458,1531.0,1532.0,-0.0,-0.0
43128,Riudecols,interior_rural,64.6,1160.0,1817051,1566.0,1654.0,-5.3,-5.3
43129,Riudoms,interior_rural,217.4,6586.0,8654567,1314.0,1427.0,-7.9,-7.9
43130,Rocafort de Queralt,interior_rural,29.4,,356123,,1626.0,,
43132,Rodonyà,interior_rural,61.4,,838506,,1584.0,,
43133,Roquetes,interior_rural,62.1,7544.0,11590332,1536.0,1491.0,3.0,3.1
43134,"Rourell, el",interior_rural,177.6,,485178,,1451.0,,
43135,Salomó,interior_rural,43.2,,840781,,1595.0,,
43137,Sant Jaume dels Domenys,interior_rural,115.2,2785.0,4445793,1596.0,1588.0,0.5,0.5
43138,Santa Bàrbara,interior_rural,138.5,3622.0,5497473,1518.0,1470.0,3.2,3.3
43139,Santa Coloma de Queralt,interior_rural,83.3,2759.0,4292349,1556.0,1633.0,-4.8,-4.8
43140,Santa Oliva,interior_rural,380.3,4375.0,5283751,1208.0,1418.0,-14.8,-15.0
43141,Pontils,interior_rural,1.8,,179274,,1772.0,,
43142,Sarral,interior_rural,30.3,1774.0,1818963,1025.0,1443.0,-28.9,-29.2
43144,"Secuita, la",interior_rural,103.7,1556.0,2860930,1839.0,1725.0,6.6,6.6
43145,"Selva del Camp, la",interior_rural,166.6,5797.0,6835968,1179.0,1429.0,-17.5,-17.6
43147,Solivella,interior_rural,29.6,,823753,,1784.0,,
43149,Tivenys,interior_rural,17.7,,1409020,,1619.0,,
43150,Tivissa,interior_rural,7.8,1817.0,2384621,1312.0,1582.0,-17.0,-17.3
43151,"Torre de Fontaubella, la",interior_rural,16.9,,164903,,1789.0,,
43152,"Torre de l'Espanyol, la",interior_rural,22.7,,951021,,1600.0,,
43154,Torroja del Priorat,interior_rural,10.5,,270179,,1683.0,,
43155,Tortosa,interior_rural,164.8,36850.0,46108413,1251.0,1423.0,-12.1,-12.1
43156,Ulldecona,interior_rural,53.0,6392.0,8478431,1326.0,1397.0,-5.0,-5.1
43157,Ulldemolins,interior_rural,10.9,,553828,,1733.0,,
43160,Vallmoll,interior_rural,116.5,1703.0,2581305,1516.0,1585.0,-4.4,-4.4
43161,Valls,interior_rural,453.9,25321.0,30534248,1206.0,1345.0,-10.4,-10.4
43164,Vespella de Gaià,interior_rural,28.1,,1109407,,1691.0,,
43165,Vilabella,interior_rural,40.4,,979811,,1685.0,,
43166,Vilallonga del Camp,interior_rural,272.3,2214.0,3660303,1653.0,1435.0,15.2,15.2
43167,Vilanova d'Escornalbou,interior_rural,35.8,,1133994,,1656.0,,
43168,Vilanova de Prades,interior_rural,5.1,,164342,,1573.0,,
43169,Vilaplana,interior_rural,24.4,,618339,,1832.0,,
43170,Vila-rodona,interior_rural,42.1,1252.0,2063933,1649.0,1616.0,2.0,2.0
43172,Vilaverd,interior_rural,37.7,,555728,,1664.0,,
43173,"Vilella Alta, la",interior_rural,25.8,,154205,,1732.0,,
43174,"Vilella Baixa, la",interior_rural,37.7,,393813,,1630.0,,
43175,Vilalba dels Arcs,interior_rural,9.2,,950898,,1635.0,,
43176,Vimbodí i Poblet,interior_rural,13.5,,1366827,,1786.0,,
43177,Vinebre,interior_rural,16.2,,728661,,1756.0,,
43904,"Aldea, l'",interior_rural,151.7,4580.0,7272842,1588.0,1403.0,13.2,13.4
08015,Badalona,litoral_metropolita,10808.3,208549.0,217710786,1044.0,1130.0,-7.6,-7.7
08019,Barcelona,litoral_metropolita,16698.0,1784335.0,1914308836,1073.0,1365.0,-21.4,-21.8
08056,Castelldefels,litoral_metropolita,5392.4,65880.0,88193638,1339.0,1389.0,-3.6,-3.6
08089,Gavà,litoral_metropolita,1577.4,46334.0,56861480,1227.0,1378.0,-11.0,-11.0
08126,Montgat,litoral_metropolita,4434.2,11250.0,15074272,1340.0,1375.0,-2.6,-2.6
08194,Sant Adrià de Besòs,litoral_metropolita,10128.4,36627.0,37286319,1018.0,1082.0,-5.9,-6.1
08200,Sant Boi de Llobregat,litoral_metropolita,3949.0,78896.0,85180781,1080.0,1227.0,-12.0,-12.1
08301,Viladecans,litoral_metropolita,3329.7,62051.0,68424106,1103.0,1263.0,-12.7,-12.8
08003,Alella,litoral_vacacional,1062.7,9291.0,18370738,1977.0,1811.0,9.2,9.6
08006,Arenys de Mar,litoral_vacacional,2560.7,16436.0,20973346,1276.0,1298.0,-1.7,-1.7
08009,Argentona,litoral_vacacional,509.1,12035.0,17645055,1466.0,1466.0,0.0,0.0
08029,Cabrera de Mar,litoral_vacacional,565.2,5484.0,8781199,1601.0,1717.0,-6.7,-6.9
08032,Caldes d'Estrac,litoral_vacacional,3691.8,3447.0,5324441,1545.0,1411.0,9.5,9.6
08035,Calella,litoral_vacacional,2527.9,26662.0,27038306,1014.0,1195.0,-15.2,-15.3
08040,Canet de Mar,litoral_vacacional,2734.5,14774.0,18877842,1278.0,1252.0,2.1,2.1
08074,Cubelles,litoral_vacacional,1286.2,17968.0,27623665,1537.0,1373.0,12.0,12.0
08110,Malgrat de Mar,litoral_vacacional,2205.0,23866.0,22930403,961.0,1187.0,-19.1,-19.2
08118,"Masnou, el",litoral_vacacional,7258.6,22368.0,29428467,1316.0,1377.0,-4.5,-4.5
08121,Mataró,litoral_vacacional,5858.3,126691.0,141875478,1120.0,1170.0,-4.3,-4.4
08163,Pineda de Mar,litoral_vacacional,2894.2,32566.0,36515722,1121.0,1175.0,-4.6,-4.6
08169,"Prat de Llobregat, el",litoral_vacacional,1979.2,72498.0,66017998,911.0,1293.0,-29.6,-29.7
08172,Premià de Mar,litoral_vacacional,13828.6,25055.0,30885065,1233.0,1193.0,3.3,3.4
08197,Sant Andreu de Llavaneres,litoral_vacacional,1010.5,11119.0,20939272,1883.0,1535.0,22.7,23.0
08214,Vilassar de Dalt,litoral_vacacional,1035.4,8947.0,12265317,1371.0,1475.0,-7.1,-7.1
08219,Vilassar de Mar,litoral_vacacional,5335.3,19992.0,26510378,1326.0,1409.0,-5.9,-6.0
08230,Premià de Dalt,litoral_vacacional,1625.8,9356.0,15196278,1624.0,1499.0,8.4,8.5
08231,Sant Pere de Ribes,litoral_vacacional,789.2,29208.0,41891352,1434.0,1332.0,7.7,7.7
08235,Sant Pol de Mar,litoral_vacacional,775.3,6578.0,10235118,1556.0,1558.0,-0.1,-0.1
08261,Santa Susanna,litoral_vacacional,317.2,10576.0,7181408,679.0,1436.0,-52.7,-52.8
08264,Sant Vicenç de Montalt,litoral_vacacional,849.9,6887.0,14499242,2105.0,1731.0,21.6,22.4
08270,Sitges,litoral_vacacional,746.9,37576.0,62636235,1667.0,1653.0,0.9,0.9
08281,Teià,litoral_vacacional,1028.5,5915.0,10478545,1772.0,1694.0,4.6,4.7
08307,Vilanova i la Geltrú,litoral_vacacional,2094.1,68773.0,86966871,1265.0,1342.0,-5.8,-5.8
17011,"Armentera, l'",litoral_vacacional,180.9,1058.0,2178856,2059.0,1706.0,20.7,20.9
17013,Begur,litoral_vacacional,202.4,7994.0,20758876,2597.0,1780.0,45.9,46.6
17023,Blanes,litoral_vacacional,2362.5,47821.0,55867202,1168.0,1155.0,1.2,1.2
17032,Cadaqués,litoral_vacacional,109.8,5491.0,10239271,1865.0,1653.0,12.8,12.9
17034,Calonge,litoral_vacacional,363.5,19175.0,34396359,1794.0,1432.0,25.2,25.3
17047,Castelló d'Empúries,litoral_vacacional,284.6,19013.0,38254728,2012.0,1384.0,45.4,45.9
17048,Castell-Platja d'Aro,litoral_vacacional,586.2,22087.0,40417651,1830.0,1387.0,31.9,32.1
17054,Colera,litoral_vacacional,20.0,1016.0,1659909,1634.0,1933.0,-15.5,-15.7
17062,"Escala, l'",litoral_vacacional,650.2,17376.0,32772424,1886.0,1391.0,35.6,35.9
17092,Llançà,litoral_vacacional,179.2,8136.0,13521916,1662.0,1640.0,1.4,1.4
17095,Lloret de Mar,litoral_vacacional,871.4,60773.0,68457873,1126.0,1202.0,-6.3,-6.3
17110,Mont-ras,litoral_vacacional,135.7,2052.0,3441701,1677.0,1552.0,8.1,8.1
17117,Palafrugell,litoral_vacacional,899.8,30820.0,45987540,1492.0,1235.0,20.8,20.9
17118,Palamós,litoral_vacacional,1340.2,23068.0,29190402,1265.0,1272.0,-0.5,-0.5
17124,Pals,litoral_vacacional,99.9,6867.0,12649384,1842.0,1767.0,4.2,4.3
17138,Portbou,litoral_vacacional,115.9,1751.0,1737017,992.0,1694.0,-41.4,-41.6
17140,"Port de la Selva, el",litoral_vacacional,25.3,3065.0,4717129,1539.0,1909.0,-19.4,-19.5
17152,Roses,litoral_vacacional,438.5,29711.0,49847102,1678.0,1347.0,24.5,24.8
17160,Sant Feliu de Guíxols,litoral_vacacional,1449.9,25515.0,36032967,1412.0,1158.0,22.0,22.2
17178,Sant Pere Pescador,litoral_vacacional,122.2,5145.0,4394351,854.0,1525.0,-44.0,-44.2
17181,Santa Cristina d'Aro,litoral_vacacional,85.9,7101.0,14162774,1994.0,1586.0,25.7,25.9
17188,"Selva de Mar, la",litoral_vacacional,29.9,,530989,,1725.0,,
17199,Torroella de Montgrí,litoral_vacacional,188.2,21114.0,23495528,1113.0,1397.0,-20.3,-20.4
17202,Tossa de Mar,litoral_vacacional,164.0,13100.0,14607072,1115.0,1463.0,-23.8,-23.8
43004,Alcanar,litoral_vacacional,215.0,10046.0,17803147,1772.0,1370.0,29.4,29.7
43012,Altafulla,litoral_vacacional,849.2,7638.0,11275134,1476.0,1539.0,-4.1,-4.1
43013,"Ametlla de Mar, l'",litoral_vacacional,111.2,10174.0,20467896,2012.0,1545.0,30.2,30.4
43014,Amposta,litoral_vacacional,166.0,22977.0,33751094,1469.0,1362.0,7.8,7.9
43037,Calafell,litoral_vacacional,1569.2,39951.0,60527303,1515.0,1285.0,17.9,18.1
43038,Cambrils,litoral_vacacional,1052.2,49656.0,71880723,1448.0,1378.0,5.1,5.1
43050,Creixell,litoral_vacacional,407.8,6341.0,8752614,1380.0,1395.0,-1.0,-1.0
43051,Cunit,litoral_vacacional,1608.7,18817.0,26601216,1414.0,1263.0,11.9,12.0
43092,Mont-roig del Camp,litoral_vacacional,226.8,22764.0,37694674,1656.0,1469.0,12.7,12.8
43104,"Perelló, el",litoral_vacacional,29.5,3309.0,4093974,1237.0,1477.0,-16.2,-16.4
43111,"Pobla de Montornès, la",litoral_vacacional,275.4,3562.0,5946208,1669.0,1395.0,19.7,19.8
43126,"Riera de Gaià, la",litoral_vacacional,207.9,1616.0,2794956,1730.0,1583.0,9.2,9.3
43131,Roda de Berà,litoral_vacacional,490.3,11725.0,19534555,1666.0,1394.0,19.5,19.6
43136,Sant Carles de la Ràpita,litoral_vacacional,305.7,16719.0,28284636,1692.0,1409.0,20.1,20.2
43148,Tarragona,litoral_vacacional,2427.5,156109.0,164559120,1054.0,1307.0,-19.4,-19.5
43153,Torredembarra,litoral_vacacional,2076.5,21801.0,31784203,1458.0,1284.0,13.5,13.7
43162,Vandellòs i l'Hospitalet de l'Infant,litoral_vacacional,69.7,8817.0,14854727,1685.0,1683.0,0.1,0.1
43163,"Vendrell, el",litoral_vacacional,1106.3,48154.0,69534989,1444.0,1275.0,13.3,13.4
43171,Vila-seca,litoral_vacacional,1124.3,30960.0,34851147,1126.0,1286.0,-12.5,-12.5
43178,Vinyols i els Arcs,litoral_vacacional,224.3,2685.0,4235949,1578.0,1616.0,-2.4,-2.4
43901,Deltebre,litoral_vacacional,114.6,12685.0,21904465,1727.0,1494.0,15.6,15.8
43902,Sant Jaume d'Enveja,litoral_vacacional,62.8,3594.0,6680027,1859.0,1503.0,23.7,24.0
43903,Camarles,litoral_vacacional,116.5,3380.0,5648174,1671.0,1485.0,12.5,12.7
43905,Salou,litoral_vacacional,2026.1,62220.0,63002027,1013.0,1288.0,-21.4,-21.5
43906,"Ampolla, l'",litoral_vacacional,104.9,5364.0,11084506,2066.0,1563.0,32.2,32.4
43907,"Canonja, la",litoral_vacacional,817.8,6189.0,7029144,1136.0,1300.0,-12.6,-12.7
08041,Canovelles,metropolita_dens,2544.7,15548.0,16425034,1056.0,1090.0,-3.1,-3.1
08044,Capellades,metropolita_dens,1926.6,5285.0,6197404,1173.0,1200.0,-2.3,-2.3
08046,Cardedeu,metropolita_dens,1568.0,17206.0,24764085,1439.0,1385.0,3.9,3.9
08073,Cornellà de Llobregat,metropolita_dens,13159.4,88494.0,85666060,968.0,1144.0,-15.4,-15.7
08077,Esplugues de Llobregat,metropolita_dens,10550.4,45165.0,49423621,1094.0,1280.0,-14.5,-14.7
08096,Granollers,metropolita_dens,4308.6,65054.0,68331182,1050.0,1226.0,-14.4,-14.5
08101,"Hospitalet de Llobregat, l'",metropolita_dens,22553.6,262223.0,241595709,921.0,1036.0,-11.1,-11.4
08102,Igualada,metropolita_dens,5169.0,41564.0,49391574,1188.0,1179.0,0.8,0.8
08105,"Llagosta, la",metropolita_dens,4302.3,11704.0,12612915,1078.0,1116.0,-3.5,-3.5
08113,Manresa,metropolita_dens,1917.9,79274.0,98606973,1244.0,1193.0,4.3,4.3
08114,Martorell,metropolita_dens,2226.6,31609.0,27943176,884.0,1191.0,-25.8,-25.9
08123,Molins de Rei,metropolita_dens,1721.5,24398.0,32721166,1341.0,1433.0,-6.4,-6.4
08124,Mollet del Vallès,metropolita_dens,4828.8,48892.0,53345905,1091.0,1175.0,-7.2,-7.2
08125,Montcada i Reixac,metropolita_dens,1581.9,36014.0,37884331,1052.0,1206.0,-12.8,-12.9
08135,Montmeló,metropolita_dens,2242.6,8479.0,9044123,1067.0,1230.0,-13.3,-13.4
08136,Montornès del Vallès,metropolita_dens,1663.9,16471.0,17830311,1083.0,1213.0,-10.8,-10.8
08159,Parets del Vallès,metropolita_dens,2085.3,18973.0,20452213,1078.0,1288.0,-16.3,-16.4
08180,Ripollet,metropolita_dens,9285.9,35038.0,39265413,1121.0,1106.0,1.3,1.3
08183,Roda de Ter,metropolita_dens,3085.6,6120.0,7589226,1240.0,1178.0,5.2,5.3
08184,Rubí,metropolita_dens,2534.9,75515.0,87710225,1161.0,1208.0,-3.9,-3.9
08187,Sabadell,metropolita_dens,5872.2,206187.0,236640061,1148.0,1177.0,-2.5,-2.5
08196,Sant Andreu de la Barca,metropolita_dens,4779.0,25713.0,27323822,1063.0,1202.0,-11.6,-11.7
08205,Sant Cugat del Vallès,metropolita_dens,2048.2,100574.0,138255075,1375.0,1725.0,-20.3,-20.9
08211,Sant Feliu de Llobregat,metropolita_dens,3928.0,43297.0,48064984,1110.0,1344.0,-17.4,-17.5
08215,Sant Hipòlit de Voltregà,metropolita_dens,3900.7,3197.0,4131437,1292.0,1216.0,6.2,6.3
08217,Sant Joan Despí,metropolita_dens,5675.3,33933.0,37151985,1095.0,1360.0,-19.5,-19.7
08221,Sant Just Desvern,metropolita_dens,2696.0,20004.0,28742646,1437.0,1766.0,-18.6,-19.3
08245,Santa Coloma de Gramenet,metropolita_dens,17152.5,106565.0,97127559,911.0,989.0,-7.8,-8.0
08252,Barberà del Vallès,metropolita_dens,4052.6,34187.0,35968716,1052.0,1229.0,-14.4,-14.5
08260,Santa Perpètua de Mogoda,metropolita_dens,1670.7,26354.0,28731518,1090.0,1260.0,-13.5,-13.6
08263,Sant Vicenç dels Horts,metropolita_dens,3088.6,26264.0,30142436,1148.0,1230.0,-6.7,-6.8
08266,Cerdanyola del Vallès,metropolita_dens,1882.6,70106.0,67755100,966.0,1364.0,-29.1,-29.3
08279,Terrassa,metropolita_dens,3267.7,217231.0,237354292,1093.0,1195.0,-8.5,-8.6
08298,Vic,metropolita_dens,1590.8,52142.0,56748867,1088.0,1178.0,-7.6,-7.7
08305,Vilafranca del Penedès,metropolita_dens,2103.2,39567.0,50466145,1275.0,1240.0,2.9,2.9
08904,Badia del Vallès,metropolita_dens,15160.7,11640.0,11986528,1030.0,994.0,3.6,3.7
17015,Banyoles,metropolita_dens,1864.5,20090.0,24553523,1222.0,1254.0,-2.5,-2.5
17066,Figueres,metropolita_dens,2545.1,48568.0,53414143,1100.0,1063.0,3.5,3.5
17079,Girona,metropolita_dens,2736.5,120554.0,133943692,1111.0,1273.0,-12.7,-12.8
17155,Salt,metropolita_dens,5139.3,32938.0,29600127,899.0,914.0,-1.6,-1.7
25137,Mollerussa,metropolita_dens,2243.4,15858.0,19802603,1249.0,1095.0,14.1,14.2
43123,Reus,metropolita_dens,2094.2,106885.0,126747691,1186.0,1220.0,-2.8,-2.8
