ine5,municipi,tipus_territorial,resident,poblacio,etca,kwh_dom,rtc_places,rtc_places_per_resident,gas_kwh_dom,gas_fraction,altitud_m,densitat_hab_km2
08001,Abrera,interior_rural,12981,12981,12852,16644956,45,0.003,12198080,0.423,,653.0
08002,Aguilar de Segarra,interior_rural,,291,,495359,40,,0,0.0,,6.8
08003,Alella,interior_rural,10200,10200,9291,18370738,506,0.05,21477753,0.539,,1062.7
08004,Alpens,interior_rural,,270,,499865,97,,0,0.0,,19.5
08005,"Ametlla del Vallès, l'",interior_rural,9448,9448,8675,16796751,143,0.015,8995337,0.349,,671.8
08006,Arenys de Mar,litoral_vacacional,16513,16513,16436,20973346,1854,0.112,20376818,0.493,,2560.7
08007,Arenys de Munt,interior_rural,9444,9444,8297,13322235,218,0.023,11019119,0.453,,436.4
08008,Argençola,interior_rural,,241,,387872,47,,0,0.0,,5.1
08009,Argentona,interior_rural,12850,12850,12035,17645055,263,0.02,16679458,0.486,,509.1
08010,Artés,interior_rural,6051,6051,5723,8049960,36,0.006,6423390,0.444,,339.8
08011,Avià,interior_rural,2242,2242,1990,3284658,292,0.13,2322208,0.414,,82.3
08012,Avinyó,interior_rural,2311,2311,2350,3234391,74,0.032,0,0.0,,36.3
08013,Avinyonet del Penedès,interior_rural,1745,1745,1664,2787345,177,0.101,0,0.0,,60.2
08014,Aiguafreda,interior_rural,2582,2582,2355,3397321,54,0.021,5868973,0.633,,324.6
08015,Badalona,litoral_metropolita,226219,226219,208549,217710786,1756,0.008,169388527,0.438,,10808.3
08016,Bagà,interior_rural,2181,2181,2305,3402639,521,0.239,2251680,0.398,,50.2
08017,Balenyà,interior_rural,3999,3999,3613,4256261,24,0.006,5972481,0.584,,232.7
08018,Balsareny,interior_rural,3325,3325,3032,3903718,33,0.01,5175065,0.57,,90.7
08019,Barcelona,litoral_metropolita,1686208,1686208,1784335,1914308836,92602,0.055,1686124735,0.468,,16698.0
08020,Begues,corona_metropolitana,7439,7439,6418,11585742,147,0.02,6458768,0.358,,148.2
08021,Bellprat,interior_rural,,69,,101227,12,,0,0.0,,2.2
08022,Berga,interior_rural,17195,17195,17057,21019904,2143,0.125,27645428,0.568,,761.2
08023,Bigues i Riells,interior_rural,10035,10035,8969,16242364,102,0.01,326366,0.02,,350.6
08024,Borredà,interior_rural,,426,,757365,1628,,0,0.0,,9.8
08025,"Bruc, el",interior_rural,2293,2293,2038,3585543,283,0.123,0,0.0,,48.4
08026,"Brull, el",interior_rural,,293,,506527,48,,0,0.0,,7.1
08027,"Cabanyes, les",interior_rural,1011,1011,907,1506531,10,0.01,0,0.0,,866.6
08028,Cabrera d'Anoia,interior_rural,1712,1712,1491,2069636,32,0.019,562994,0.214,,100.5
08029,Cabrera de Mar,litoral_vacacional,5014,5014,5484,8781199,81,0.016,8934448,0.504,,565.2
08030,Cabrils,interior_rural,7764,7764,6930,13752399,629,0.081,19203626,0.583,,1115.1
08031,Calaf,interior_rural,3595,3595,3475,4267995,30,0.008,5834915,0.578,,385.8
08032,Caldes d'Estrac,litoral_vacacional,3241,3241,3447,5324441,576,0.178,5658790,0.515,,3691.8
08033,Caldes de Montbui,interior_rural,18334,18334,17266,23524079,958,0.052,16413697,0.411,,488.9
08034,Calders,interior_rural,1114,1114,1014,1814214,104,0.093,0,0.0,,33.7
08035,Calella,litoral_vacacional,20207,20207,26662,27038306,15080,0.746,18196703,0.402,,2527.9
08036,Calonge de Segarra,interior_rural,,174,,241708,62,,0,0.0,,4.7
08037,Calldetenes,interior_rural,2690,2690,2517,3472382,17,0.006,3795311,0.522,,469.5
08038,Callús,interior_rural,2151,2151,1898,3146441,13,0.006,2564327,0.449,,173.6
08039,Campins,interior_rural,,609,,1142403,105,,0,0.0,,80.7
08040,Canet de Mar,litoral_vacacional,15135,15135,14774,18877842,3170,0.209,16744778,0.47,,2734.5
08041,Canovelles,metropolita_dens,17264,17264,15548,16425034,60,0.003,15861151,0.491,,2544.7
08042,Cànoves i Samalús,interior_rural,3309,3309,2832,5191936,90,0.027,0,0.0,,113.7
08043,Canyelles,interior_rural,5360,5360,4846,9149756,680,0.127,0,0.0,,383.4
08044,Capellades,metropolita_dens,5558,5558,5285,6197404,31,0.006,8652232,0.583,,1926.6
08045,Capolat,interior_rural,,92,,160255,88,,0,0.0,,2.7
08046,Cardedeu,metropolita_dens,19091,19091,17206,24764085,129,0.007,24592596,0.498,,1568.0
08047,Cardona,interior_rural,4566,4566,4600,6630181,724,0.159,4401139,0.399,,68.4
08048,Carme,interior_rural,,819,,1057495,7,,0,0.0,,72.1
08049,Casserres,interior_rural,1675,1675,1571,2723800,310,0.185,0,0.0,,57.0
08050,Castellar del Riu,interior_rural,,163,,230011,1130,,0,0.0,,4.9
08051,Castellar del Vallès,interior_rural,25301,25301,22906,30356574,313,0.012,36247246,0.544,,561.0
08052,Castellar de n'Hug,interior_rural,,164,,266857,188,,0,0.0,,3.5
08053,Castellbell i el Vilar,interior_rural,4130,4130,3634,5486116,112,0.027,3314155,0.377,,145.3
08054,Castellbisbal,corona_metropolitana,12965,12965,13267,15424127,115,0.009,13898215,0.474,,421.1
08055,Castellcir,interior_rural,,778,,1334197,72,,0,0.0,,22.9
08056,Castelldefels,litoral_metropolita,69196,69196,65880,88193638,6993,0.101,73060366,0.453,,5392.4
08057,Castell de l'Areny,interior_rural,,69,,112121,58,,0,0.0,,2.8
08058,Castellet i la Gornal,interior_rural,2665,2665,2385,4280991,177,0.066,1266759,0.228,,57.4
08059,Castellfollit del Boix,interior_rural,,460,,999088,84,,0,0.0,,7.8
08060,Castellfollit de Riubregós,interior_rural,,151,,532180,15,,0,0.0,,5.7
08061,Castellgalí,interior_rural,2339,2339,2191,3650114,3,0.001,1645926,0.311,,136.6
08062,Castellnou de Bages,interior_rural,1430,1430,1277,2620546,132,0.092,0,0.0,,48.9
08063,Castellolí,interior_rural,,659,,1139115,18,,0,0.0,,26.1
08064,Castellterçol,interior_rural,2766,2766,2515,3761592,156,0.056,3813395,0.503,,86.7
08065,Castellví de la Marca,interior_rural,1714,1714,1501,2683847,86,0.05,0,0.0,,60.0
08066,Castellví de Rosanes,interior_rural,2098,2098,2077,3356742,29,0.014,542057,0.139,,127.9
08067,Centelles,interior_rural,7771,7771,7482,9501311,360,0.046,13264475,0.583,,506.6
08068,Cervelló,corona_metropolitana,9633,9633,8601,14131371,147,0.015,11957352,0.458,,401.2
08069,Collbató,interior_rural,4847,4847,4442,7605090,336,0.069,6705495,0.469,,267.9
08070,Collsuspina,interior_rural,,390,,659079,128,,0,0.0,,25.7
08071,Copons,interior_rural,,352,,507379,6,,0,0.0,,18.9
08072,Corbera de Llobregat,corona_metropolitana,15783,15783,13781,23857796,299,0.019,12010177,0.335,,869.8
08073,Cornellà de Llobregat,metropolita_dens,91196,91196,88494,85666060,1311,0.014,62075740,0.42,,13159.4
08074,Cubelles,litoral_vacacional,17300,17300,17968,27623665,3329,0.192,16263043,0.371,,1286.2
08075,Dosrius,interior_rural,6152,6152,5753,9421316,140,0.023,2301325,0.196,,151.5
08076,Esparreguera,interior_rural,22499,22499,20435,26689414,64,0.003,24429190,0.478,,823.6
08077,Esplugues de Llobregat,metropolita_dens,47700,47700,45165,49423621,1320,0.028,45202508,0.478,,10550.4
08078,"Espunyola, l'",interior_rural,,263,,478302,142,,0,0.0,,7.3
08079,"Estany, l'",interior_rural,,401,,794794,40,,0,0.0,,39.1
08080,Fígols,interior_rural,,42,,41671,8,,0,0.0,,1.4
08081,Fogars de Montclús,interior_rural,,503,,997487,950,,0,0.0,,12.5
08082,Fogars de la Selva,interior_rural,1678,1678,1850,3077638,71,0.042,1528218,0.332,,52.2
08083,Folgueroles,interior_rural,2262,2262,2007,3236810,7,0.003,0,0.0,,206.6
08084,Fonollosa,interior_rural,1584,1584,1412,3349933,89,0.056,0,0.0,,30.3
08085,Font-rubí,interior_rural,1432,1432,1304,2479520,81,0.057,0,0.0,,38.7
08086,"Franqueses del Vallès, les",interior_rural,20667,20667,19770,23229673,275,0.013,22012723,0.487,,704.1
08087,Gallifa,interior_rural,,174,,383875,3,,0,0.0,,10.7
08088,"Garriga, la",interior_rural,17277,17277,16206,20477326,569,0.033,25870303,0.558,,907.6
08089,Gavà,litoral_metropolita,47961,47961,46334,56861480,2135,0.045,43648924,0.434,,1577.4
08090,Gaià,interior_rural,,178,,359481,43,,0,0.0,,4.5
08091,Gelida,interior_rural,8078,8078,6868,12294228,110,0.014,5511949,0.31,,306.4
08092,Gironella,interior_rural,5072,5072,4760,6419538,664,0.131,8841633,0.579,,737.4
08093,Gisclareny,interior_rural,,30,,67064,23,,0,0.0,,0.8
08094,"Granada, la",interior_rural,2263,2263,2045,3037249,4,0.002,1977057,0.394,,354.5
08095,Granera,interior_rural,,83,,234275,55,,0,0.0,,3.5
08096,Granollers,metropolita_dens,63897,63897,65054,68331182,1266,0.02,75957583,0.526,,4308.6
08097,Gualba,interior_rural,1743,1743,1750,2744308,420,0.241,0,0.0,,75.6
08098,Sant Salvador de Guardiola,interior_rural,3478,3478,3205,5511559,421,0.121,2901724,0.345,,93.7
08099,Guardiola de Berguedà,interior_rural,951,951,1005,1377554,427,0.449,582492,0.297,,15.3
08100,Gurb,interior_rural,2711,2711,3413,5375321,54,0.02,3669126,0.406,,52.6
08101,"Hospitalet de Llobregat, l'",metropolita_dens,282299,282299,262223,241595709,7653,0.027,158058959,0.395,,22553.6
08102,Igualada,metropolita_dens,41755,41755,41564,49391574,465,0.011,59063004,0.545,,5169.0
08103,Jorba,interior_rural,,827,,1401064,45,,0,0.0,,26.7
08104,"Llacuna, la",interior_rural,,984,,1994014,215,,0,0.0,,18.9
08105,"Llagosta, la",metropolita_dens,13070,13070,11704,12612915,60,0.005,11332753,0.473,,4302.3
08106,Llinars del Vallès,interior_rural,10699,10699,10720,14754322,130,0.012,12579142,0.46,,387.4
08107,Lliçà d'Amunt,interior_rural,16225,16225,14598,23516832,125,0.008,11136983,0.321,,725.3
08108,Lliçà de Vall,interior_rural,6858,6858,7233,9941579,14,0.002,6001108,0.376,,639.8
08109,Lluçà,interior_rural,,289,,349740,59,,0,0.0,,5.4
08110,Malgrat de Mar,litoral_vacacional,19270,19270,23866,22930403,11780,0.611,23518641,0.506,,2205.0
08111,Malla,interior_rural,,274,,812403,26,,0,0.0,,25.0
08112,Manlleu,interior_rural,21291,21291,19889,22339268,70,0.003,25456139,0.533,,1242.7
08113,Manresa,metropolita_dens,79737,79737,79274,98606973,1076,0.013,126308526,0.562,,1917.9
08114,Martorell,metropolita_dens,28483,28483,31609,27943176,298,0.01,29860351,0.517,,2226.6
08115,Martorelles,interior_rural,4984,4984,5231,5849329,19,0.004,5926732,0.503,,1374.2
08116,"Masies de Roda, les",interior_rural,,749,,1073282,66,,147417,0.121,,45.7
08117,"Masies de Voltregà, les",interior_rural,3292,3292,4601,4423158,35,0.011,3663655,0.453,,149.8
08118,"Masnou, el",litoral_vacacional,24444,24444,22368,29428467,436,0.018,30898073,0.512,,7258.6
08119,Masquefa,interior_rural,10020,10020,8955,12896404,40,0.004,6687255,0.341,,578.1
08120,Matadepera,interior_rural,9863,9863,8577,18891537,55,0.006,27485781,0.593,,390.0
08121,Mataró,litoral_vacacional,130887,130887,126691,141875478,1961,0.015,95665653,0.403,,5858.3
08122,Mediona,interior_rural,2632,2632,2510,3944737,83,0.032,2656782,0.402,,55.1
08123,Molins de Rei,metropolita_dens,26930,26930,24398,32721166,501,0.019,26762852,0.45,,1721.5
08124,Mollet del Vallès,metropolita_dens,52045,52045,48892,53345905,639,0.012,55148771,0.508,,4828.8
08125,Montcada i Reixac,metropolita_dens,37096,37096,36014,37884331,329,0.009,39371534,0.51,,1581.9
08126,Montgat,litoral_metropolita,12646,12646,11250,15074272,263,0.021,12346102,0.45,,4434.2
08127,Monistrol de Montserrat,interior_rural,3188,3188,2894,5189530,549,0.172,0,0.0,,270.4
08128,Monistrol de Calders,interior_rural,,762,,1170545,36,,0,0.0,,34.6
08129,Muntanyola,interior_rural,,712,,1190024,88,,0,0.0,,17.6
08130,Montclar,interior_rural,,132,,250091,81,,0,0.0,,6.1
08131,Montesquiu,interior_rural,1095,1095,963,1262997,14,0.013,2001867,0.613,,225.7
08132,Montmajor,interior_rural,,474,,937062,119,,0,0.0,,6.2
08133,Montmaneu,interior_rural,,200,,227432,60,,0,0.0,,14.8
08134,Figaró-Montmany,interior_rural,1190,1190,1104,1374988,43,0.036,2288402,0.625,,79.6
08135,Montmeló,metropolita_dens,8887,8887,8479,9044123,69,0.008,11283262,0.555,,2242.6
08136,Montornès del Vallès,metropolita_dens,17039,17039,16471,17830311,39,0.002,19541604,0.523,,1663.9
08137,Montseny,interior_rural,,379,,670993,604,,0,0.0,,14.3
08138,Moià,interior_rural,6715,6715,6149,9377006,160,0.024,4233080,0.311,,88.7
08139,Mura,interior_rural,,232,,493649,64,,0,0.0,,4.9
08140,Navarcles,interior_rural,6158,6158,5471,7791960,68,0.011,9012931,0.536,,1133.0
08141,Navàs,interior_rural,6183,6183,5677,8241176,77,0.012,10234002,0.554,,76.5
08142,"Nou de Berguedà, la",interior_rural,,163,,316714,89,,0,0.0,,6.4
08143,Òdena,interior_rural,3695,3695,3459,5104532,18,0.005,3120742,0.379,,70.9
08144,Olvan,interior_rural,,910,,1368566,105,,0,0.0,,25.4
08145,Olèrdola,interior_rural,3938,3938,4766,6165135,367,0.093,2607556,0.297,,132.3
08146,Olesa de Bonesvalls,interior_rural,2092,2092,1882,3442953,56,0.027,0,0.0,,67.7
08147,Olesa de Montserrat,interior_rural,24703,24703,22270,27783633,0,0.0,28170497,0.503,,1495.5
08148,Olivella,interior_rural,4452,4452,4157,8361447,1046,0.235,0,0.0,,115.6
08149,Olost,interior_rural,1213,1213,1297,2120613,456,0.376,0,0.0,,41.6
08150,Orís,interior_rural,,349,,682877,0,,0,0.0,,12.9
08151,Oristà,interior_rural,,571,,975756,110,,0,0.0,,8.3
08152,Orpí,interior_rural,,179,,234699,35,,0,0.0,,11.8
08153,Òrrius,interior_rural,,806,,1428076,35,,0,0.0,,144.3
08154,Pacs del Penedès,interior_rural,,943,,1487423,31,,0,0.0,,155.2
08155,Palafolls,interior_rural,9933,9933,9734,12327810,410,0.041,9089497,0.424,,602.4
08156,Palau-solità i Plegamans,interior_rural,15444,15444,15798,20177214,40,0.003,19254619,0.488,,1033.5
08157,Pallejà,corona_metropolitana,11811,11811,10612,15516521,232,0.02,14567959,0.484,,1386.4
08158,"Papiol, el",interior_rural,4358,4358,4034,5152466,47,0.011,5810601,0.53,,496.9
08159,Parets del Vallès,metropolita_dens,18879,18879,18973,20452213,64,0.003,26099059,0.561,,2085.3
08160,Perafita,interior_rural,,438,,914186,137,,0,0.0,,22.1
08161,Piera,interior_rural,17560,17560,15460,24270413,127,0.007,10189833,0.296,,307.7
08162,"Hostalets de Pierola, els",interior_rural,3232,3232,2860,5227307,19,0.006,1711661,0.247,,97.1
08163,Pineda de Mar,litoral_vacacional,29415,29415,32566,36515722,10044,0.341,26381723,0.419,,2894.2
08164,"Pla del Penedès, el",interior_rural,1352,1352,1133,2394163,91,0.067,0,0.0,,144.0
08165,"Pobla de Claramunt, la",interior_rural,2356,2356,2531,3153057,84,0.036,2338994,0.426,,127.6
08166,"Pobla de Lillet, la",interior_rural,1107,1107,1121,1520906,657,0.593,0,0.0,,21.3
08167,Polinyà,interior_rural,8559,8559,9345,9903722,1,0.0,10209762,0.508,,963.6
08168,Pontons,interior_rural,,518,,813994,109,,0,0.0,,20.2
08169,"Prat de Llobregat, el",litoral_vacacional,65910,65910,72498,66017998,1641,0.025,48356227,0.423,,1979.2
08170,"Prats de Rei, els",interior_rural,,554,,922166,63,,0,0.0,,21.3
08171,Prats de Lluçanès,interior_rural,2696,2696,2511,4224800,31,0.011,1629239,0.278,,198.7
08172,Premià de Mar,litoral_vacacional,28928,28928,25055,30885065,331,0.011,31652273,0.506,,13828.6
08174,Puigdàlber,interior_rural,,629,,1033257,22,,0,0.0,,1064.6
08175,Puig-reig,interior_rural,4482,4482,4313,5315982,374,0.083,9355064,0.638,,97.4
08176,Pujalt,interior_rural,,212,,495586,109,,0,0.0,,6.7
08177,"Quar, la",interior_rural,,44,,155737,16,,0,0.0,,1.1
08178,Rajadell,interior_rural,,594,,1199880,35,,0,0.0,,13.0
08179,Rellinars,interior_rural,,920,,1659871,46,,0,0.0,,51.9
08180,Ripollet,metropolita_dens,39430,39430,35038,39265413,227,0.006,36322805,0.481,,9285.9
08181,"Roca del Vallès, la",interior_rural,10956,10956,10658,17196371,108,0.01,14615318,0.459,,295.1
08182,"Pont de Vilomara i Rocafort, el",interior_rural,4139,4139,3656,4923475,192,0.046,6060111,0.552,,150.9
08183,Roda de Ter,metropolita_dens,6883,6883,6120,7589226,136,0.02,9437711,0.554,,3085.6
08184,Rubí,metropolita_dens,81523,81523,75515,87710225,460,0.006,75525104,0.463,,2534.9
08185,Rubió,interior_rural,,240,,340489,49,,0,0.0,,5.0
08187,Sabadell,metropolita_dens,221564,221564,206187,236640061,1899,0.009,263899343,0.527,,5872.2
08188,Sagàs,interior_rural,,154,,482415,245,,0,0.0,,3.4
08189,Sant Pere Sallavinera,interior_rural,,158,,350955,35,,0,0.0,,7.2
08190,Saldes,interior_rural,,300,,685487,1155,,0,0.0,,4.5
08191,Sallent,interior_rural,6932,6932,7288,8665761,89,0.013,12985815,0.6,,106.0
08192,Santpedor,interior_rural,7707,7707,7601,9997630,83,0.011,14952007,0.599,,460.9
08193,Sant Iscle de Vallalta,interior_rural,1463,1463,1373,2369879,88,0.06,0,0.0,,82.1
08194,Sant Adrià de Besòs,litoral_metropolita,38672,38672,36627,37286319,2530,0.065,23653439,0.388,,10128.4
08195,Sant Agustí de Lluçanès,interior_rural,,108,,189193,111,,0,0.0,,7.9
08196,Sant Andreu de la Barca,metropolita_dens,27039,27039,25713,27323822,252,0.009,27275956,0.5,,4779.0
08197,Sant Andreu de Llavaneres,litoral_vacacional,11942,11942,11119,20939272,833,0.07,22177539,0.514,,1010.5
08198,Sant Antoni de Vilamajor,interior_rural,6654,6654,5897,11169090,109,0.016,7952148,0.416,,480.6
08199,Sant Bartomeu del Grau,interior_rural,,939,,1364747,75,,0,0.0,,27.0
08200,Sant Boi de Llobregat,metropolita_dens,84588,84588,78896,85180781,922,0.011,65739904,0.436,,3949.0
08201,Sant Boi de Lluçanès,interior_rural,,574,,793781,82,,0,0.0,,28.4
08202,Sant Celoni,interior_rural,18708,18708,18407,22307033,241,0.013,23716940,0.515,,286.8
08203,Sant Cebrià de Vallalta,interior_rural,3812,3812,3941,6868747,978,0.257,3280662,0.323,,243.5
08204,Sant Climent de Llobregat,corona_metropolitana,4181,4181,3419,5244288,0,0.0,1595232,0.233,,388.5
08205,Sant Cugat del Vallès,metropolita_dens,98649,98649,100574,138255075,3069,0.031,180305981,0.566,,2048.2
08206,Sant Cugat Sesgarrigues,interior_rural,1028,1028,999,1574362,27,0.026,1313809,0.455,,163.8
08207,Sant Esteve de Palautordera,interior_rural,3081,3081,2723,5240438,101,0.033,4260577,0.448,,289.7
08208,Sant Esteve Sesrovires,interior_rural,8039,8039,9211,11499286,446,0.055,10617437,0.48,,435.8
08209,Sant Fost de Campsentelles,interior_rural,9196,9196,8272,12581382,135,0.015,9294647,0.425,,698.7
08210,Sant Feliu de Codines,interior_rural,6624,6624,5755,9130032,25,0.004,4142507,0.312,,444.0
08211,Sant Feliu de Llobregat,metropolita_dens,46381,46381,43297,48064984,473,0.01,40528564,0.457,,3928.0
08212,Sant Feliu Sasserra,interior_rural,,629,,1054950,17,,0,0.0,,27.2
08213,Sant Fruitós de Bages,interior_rural,9225,9225,9572,13807229,199,0.022,15700029,0.532,,414.5
08214,Vilassar de Dalt,interior_rural,9299,9299,8947,12265317,266,0.029,14788231,0.547,,1035.4
08215,Sant Hipòlit de Voltregà,metropolita_dens,3684,3684,3197,4131437,4,0.001,5580405,0.575,,3900.7
08216,Sant Jaume de Frontanyà,interior_rural,,26,,57139,34,,0,0.0,,1.2
08217,Sant Joan Despí,metropolita_dens,35012,35012,33933,37151985,790,0.023,31180455,0.456,,5675.3
08218,Sant Joan de Vilatorrada,interior_rural,10972,10972,9910,12155930,54,0.005,21286267,0.637,,667.0
08219,Vilassar de Mar,litoral_vacacional,21169,21169,19992,26510378,532,0.025,30360679,0.534,,5335.3
08220,Sant Julià de Vilatorta,interior_rural,3300,3300,2837,5409312,195,0.059,4774037,0.469,,203.6
08221,Sant Just Desvern,metropolita_dens,20815,20815,20004,28742646,881,0.042,30284972,0.513,,2696.0
08222,Sant Llorenç d'Hortons,interior_rural,2617,2617,2297,4732099,45,0.017,542281,0.103,,135.3
08223,Sant Llorenç Savall,interior_rural,2580,2580,2393,3751843,92,0.036,0,0.0,,62.5
08224,Sant Martí de Centelles,interior_rural,1260,1260,1072,1508788,26,0.021,1701030,0.53,,48.8
08225,Sant Martí d'Albars,interior_rural,,140,,148355,0,,0,0.0,,9.5
08226,Sant Martí de Tous,interior_rural,1273,1273,1092,1779777,104,0.082,0,0.0,,32.7
08227,Sant Martí Sarroca,interior_rural,3385,3385,3051,5654664,182,0.054,0,0.0,,96.8
08228,Sant Martí Sesgueioles,interior_rural,,360,,527405,12,,552111,0.511,,92.7
08229,Sant Mateu de Bages,interior_rural,,637,,1260084,248,,0,0.0,,6.2
08230,Premià de Dalt,metropolita_dens,10574,10574,9356,15196278,358,0.034,18467207,0.549,,1625.8
08231,Sant Pere de Ribes,litoral_vacacional,32006,32006,29208,41891352,1426,0.045,36809746,0.468,,789.2
08232,Sant Pere de Riudebitlles,interior_rural,2495,2495,2310,3190238,18,0.007,3002690,0.485,,452.7
08233,Sant Pere de Torelló,interior_rural,2596,2596,2443,2773868,162,0.062,0,0.0,,47.0
08234,Sant Pere de Vilamajor,interior_rural,4923,4923,4533,8241684,151,0.031,2064578,0.2,,143.2
08235,Sant Pol de Mar,litoral_vacacional,5810,5810,6578,10235118,2271,0.391,8079093,0.441,,775.3
08236,Sant Quintí de Mediona,interior_rural,2511,2511,2414,2911465,12,0.005,1079509,0.27,,183.4
08237,Sant Quirze de Besora,interior_rural,2127,2127,2085,2746165,53,0.025,3701898,0.574,,260.8
08238,Sant Quirze del Vallès,interior_rural,20110,20110,18727,27715556,22,0.001,33590590,0.548,,1426.7
08239,Sant Quirze Safaja,interior_rural,,671,,1544382,460,,0,0.0,,25.9
08240,Sant Sadurní d'Anoia,interior_rural,12915,12915,12983,17417120,56,0.004,13735598,0.441,,683.4
08241,Sant Sadurní d'Osormort,interior_rural,,85,,191051,222,,0,0.0,,2.8
08242,Marganell,interior_rural,,310,,463579,14,,0,0.0,,23.2
08243,Santa Cecília de Voltregà,interior_rural,,192,,380689,0,,0,0.0,,21.9
08244,Santa Coloma de Cervelló,corona_metropolitana,8334,8334,7069,9266244,54,0.006,9124952,0.496,,1133.4
08245,Santa Coloma de Gramenet,metropolita_dens,120903,120903,106565,97127559,602,0.005,77028780,0.442,,17152.5
08246,Santa Eugènia de Berga,interior_rural,2300,2300,2463,3195680,392,0.17,2361056,0.425,,329.1
08247,Santa Eulàlia de Riuprimer,interior_rural,1486,1486,1247,2023803,14,0.009,0,0.0,,106.5
08248,Santa Eulàlia de Ronçana,interior_rural,7916,7916,7153,12097451,311,0.039,934479,0.072,,562.3
08249,Santa Fe del Penedès,interior_rural,,360,,553818,0,,0,0.0,,108.3
08250,Santa Margarida de Montbui,interior_rural,10519,10519,9045,10492654,86,0.008,10301071,0.495,,381.3
08251,Santa Margarida i els Monjos,interior_rural,7718,7718,7435,8734698,58,0.008,7639745,0.467,,445.8
08252,Barberà del Vallès,metropolita_dens,33644,33644,34187,35968716,909,0.027,35403621,0.496,,4052.6
08253,Santa Maria de Besora,interior_rural,,164,,282383,29,,0,0.0,,6.5
08254,"Esquirol, l'",interior_rural,2275,2275,2393,3693761,173,0.076,0,0.0,,36.6
08255,Santa Maria de Merlès,interior_rural,,175,,487206,418,,0,0.0,,3.4
08256,Santa Maria de Martorelles,interior_rural,,872,,1138696,0,,534352,0.319,,197.9
08257,Santa Maria de Miralles,interior_rural,,137,,178984,26,,0,0.0,,5.4
08258,Santa Maria d'Oló,interior_rural,1078,1078,1090,1682247,63,0.058,0,0.0,,16.3
08259,Santa Maria de Palautordera,interior_rural,9994,9994,9208,13638956,168,0.017,11767682,0.463,,590.4
08260,Santa Perpètua de Mogoda,metropolita_dens,25936,25936,26354,28731518,137,0.005,29016743,0.502,,1670.7
08261,Santa Susanna,litoral_vacacional,3999,3999,10576,7181408,14150,3.538,3865141,0.35,,317.2
08262,Sant Vicenç de Castellet,interior_rural,10131,10131,9313,11097927,39,0.004,14454509,0.566,,582.8
08263,Sant Vicenç dels Horts,metropolita_dens,28595,28595,26264,30142436,6,0.0,23614959,0.439,,3088.6
08264,Sant Vicenç de Montalt,litoral_vacacional,6725,6725,6887,14499242,985,0.146,16652453,0.535,,849.9
08265,Sant Vicenç de Torelló,interior_rural,2090,2090,1841,3145090,34,0.016,2161790,0.407,,315.0
08266,Cerdanyola del Vallès,metropolita_dens,57831,57831,70106,67755100,1113,0.019,78386455,0.536,,1882.6
08267,Sentmenat,interior_rural,9523,9523,9003,11263455,73,0.008,10450445,0.481,,335.3
08268,Cercs,interior_rural,1193,1193,1130,2021670,163,0.137,0,0.0,,25.3
08269,Seva,interior_rural,3801,3801,3721,6010967,747,0.197,1209647,0.168,,124.0
08270,Sitges,litoral_vacacional,32496,32496,37576,62636235,14236,0.438,50245438,0.445,,746.9
08271,Sobremunt,interior_rural,,101,,145185,43,,0,0.0,,7.3
08272,Sora,interior_rural,,219,,435201,32,,0,0.0,,7.0
08273,Subirats,interior_rural,3287,3287,3000,5236525,273,0.083,0,0.0,,59.2
08274,Súria,interior_rural,6072,6072,5703,7336206,26,0.004,9909117,0.575,,256.4
08275,Tavèrnoles,interior_rural,,341,,747398,55,,0,0.0,,17.9
08276,Tagamanent,interior_rural,,339,,565246,31,,0,0.0,,7.8
08277,Talamanca,interior_rural,,212,,443358,158,,0,0.0,,7.3
08278,Taradell,interior_rural,6828,6828,6218,9365270,838,0.123,11617990,0.554,,257.1
08279,Terrassa,metropolita_dens,228294,228294,217231,237354292,1547,0.007,261219674,0.524,,3267.7
08280,Tavertet,interior_rural,,131,,357513,130,,0,0.0,,4.0
08281,Teià,interior_rural,6812,6812,5915,10478545,250,0.037,12805075,0.55,,1028.5
08282,Tiana,corona_metropolitana,9323,9323,7834,12952153,124,0.013,14977717,0.536,,1182.6
08283,Tona,interior_rural,8499,8499,7951,10116421,105,0.012,15451222,0.604,,517.5
08284,Tordera,interior_rural,18795,18795,18652,24765650,797,0.042,16302161,0.397,,222.5
08285,Torelló,interior_rural,15107,15107,14266,17199638,23,0.002,24253288,0.585,,1110.0
08286,"Torre de Claramunt, la",interior_rural,4115,4115,3703,5692140,58,0.014,2509020,0.306,,276.9
08287,Torrelavit,interior_rural,1509,1509,1416,1881957,36,0.024,1739571,0.48,,64.3
08288,Torrelles de Foix,interior_rural,2662,2662,2542,3461009,251,0.094,0,0.0,,72.3
08289,Torrelles de Llobregat,corona_metropolitana,6136,6136,5139,8308551,100,0.016,4265559,0.339,,454.9
08290,Ullastrell,interior_rural,2179,2179,1981,2852092,0,0.0,1713432,0.375,,293.2
