ine5,codi6,municipi,comarca,vegueria,poblacio,hab_total,hab_principal,hab_noprincipal,pct_noprincipal,hab_per_hab,index_envelliment,densitat_hab_km2,renda_neta_persona,poblacio_nascuda_catalunya,poblacio_nascuda_resta_espanya,poblacio_nascuda_estranger,pct_nascuda_estranger,pct_nacionalitat_estrangera,bretxa_naturalitzacio,delta_pct_estrangera_finestra,confianca_origen,rtc_total,rtc_hut,rtc_per_1000hab,rtc_per_100hab_viv,kg_hab_any,kwh_hab,vidre_hab,residu_base_ratio,kwh_base_ratio,vidre_base_ratio,restauracio_estab,restauracio_per_1000hab,serveis_estab,serveis_per_1000hab,poblacio_pernocta_est,gap_pernocta,gap_pernocta_pct,carrega_total_est,carrega_funcional_est,index_turisme,confianca,poblacio_real_est,gap_abs,gap_pct,poblacio_real_rel,pct_icaen_EFG,IETR,IETR_rank,IETR_stock,IETR_impact,tipologia,confianca_score,divergencia_senyals,pct_indep,pct_esquerra,pct_extrema_dreta,guanya
08247,082476,Santa Eulàlia de Riuprimer,Osona,Comarques Centrals,1516,565,498,67,11.86,0.373,102,109.7,17260,1292,93,131,8.64,6.6,2.04,1.49,alta,1,0,0.66,0.18,270.6,1335,26.5,0.66,0.76,1,2,1.32,1,0.66,1158,-358,-23.6,1001,1516,39.9,mitjana,1001,-515,-34,908,,0.45,923,0.44,0.46,indeterminat,77.6,35,,,,
08248,082482,Santa Eulàlia de Ronçana,Vallès Oriental,Metropolità,7955,3218,2665,553,17.18,0.405,123.9,559,16594,6296,970,689,8.66,4.56,4.1,0.82,alta,18,10,2.26,0.56,496.08,1520.7,26.2,1.21,0.96,0.99,14,1.76,23,2.89,7647,-308,-3.9,9625,9625,39.5,baixa,9625,1670,21,8731,,4.15,826,5.9,2.39,capital_serveis,76.1,40,,,,
08249,082495,Santa Fe del Penedès,Alt Penedès,Penedès,367,146,127,19,13.01,0.398,124.5,107.6,17004,312,19,36,9.81,7.63,2.18,-1.6,alta,0,0,0,0,461.09,1509,45.1,1.12,0.87,1.7,2,5.45,3,8.17,320,-47,-12.8,413,413,62.2,mitjana,413,46,12.5,374,,0.96,902,1.92,0,indeterminat,72.7,42,,,,
08250,082508,Santa Margarida de Montbui,Anoia,Penedès,10601,4473,3723,750,16.77,0.422,118.8,384.2,12594,6776,1969,1856,17.51,13.43,4.08,1.74,alta,6,4,0.57,0.13,425.93,989.8,12.5,1.04,0.84,0.47,11,1.04,26,2.45,8930,-1671,-15.8,11013,11013,23.1,mitjana,11013,412,3.9,9990,,3.3,845,6.36,0.25,capital_serveis,80.2,28,,,,
08251,082515,Santa Margarida i els Monjos,Alt Penedès,Penedès,7775,3231,2787,444,13.74,0.416,104.8,453.1,14066,5257,1121,1397,17.97,13.04,4.93,-0.62,alta,2,0,0.26,0.06,602.93,1123.4,18.6,1.47,0.89,0.7,2,0.26,13,1.67,6921,-854,-11,11434,11434,30.4,baixa,11434,3659,47.1,10371,,1.71,883,3.42,0,capital_serveis,67.1,65,,,,
08252,082520,Barberà del Vallès,Vallès Occidental,Metropolità,34031,13768,12153,1615,11.73,0.405,139.8,4095.2,15932,22416,6662,4953,14.55,9.59,4.96,1.98,alta,13,10,0.38,0.09,409.06,1056.9,17,1,0.86,0.64,31,0.91,53,1.56,29266,-4765,-14,33953,34031,28.5,baixa,33953,-78,-0.2,30798,,0.59,917,1.14,0.04,indeterminat,88,6,,,,
08253,082536,Santa Maria de Besora,Osona,Comarques Centrals,164,109,70,39,35.78,0.665,261.1,6.6,15620,147,8,9,5.49,4.88,0.61,1.77,mitjana,5,2,30.49,4.59,440.63,1721.8,28.7,1.07,0.95,1.08,2,12.2,4,24.39,156,-8,-4.9,176,176,42.5,mitjana,176,12,7.3,160,,30.75,383,34.6,26.9,indeterminat,64,13,,,,
08254,082541,"Esquirol, l'",Osona,Comarques Centrals,2303,1220,857,363,29.75,0.53,204.2,37.3,16890,1987,87,229,9.94,7.86,2.08,1.92,alta,34,27,14.76,2.79,391.63,1603.9,34.1,0.96,0.9,1.29,9,3.91,6,2.61,2068,-235,-10.2,2200,2303,49,mitjana,2200,-103,-4.5,1995,,18.86,548,22.87,14.85,indeterminat,84.5,16,,,,
08255,082554,Santa Maria de Merlès,Berguedà,Comarques Centrals,179,111,59,52,46.85,0.62,87.5,3.4,19187,171,6,2,1.12,0.56,0.56,-0.05,mitjana,14,0,78.21,12.61,686.95,2721.8,79.9,1.68,1.33,3.02,2,11.17,1,5.59,238,59,33,300,300,100,alta,300,121,67.6,272,,57.4,170,42.11,72.68,segona_residencia,60.4,29,81.82,42.05,10.23,CAT-JUNTS+
08256,082567,Santa Maria de Martorelles,Vallès Oriental,Metropolità,867,388,308,80,20.62,0.448,143.1,192.2,18213,720,105,42,4.84,3.34,1.5,1.4,alta,0,0,0,0,479.32,1313.4,49.9,1.17,0.82,1.88,1,1.15,4,4.61,707,-160,-18.5,1014,1014,68,baixa,1014,147,17,919,,5.48,800,10.97,0,indeterminat,79.6,30,,,,
08257,082573,Santa Maria de Miralles,Anoia,Penedès,144,105,55,50,47.62,0.729,237.5,5.8,17586,115,11,18,12.5,9.03,3.47,5.93,mitjana,2,2,13.89,1.9,459.72,1242.9,57.3,1.12,0.64,2.16,2,13.89,2,13.89,93,-51,-35.4,161,161,76.8,mitjana,161,17,11.8,146,,29.67,399,48.01,11.34,excursio,50.9,41,,,,
08258,082589,Santa Maria d'Oló,Moianès,Comarques Centrals,1100,693,418,275,39.68,0.63,199.3,16.6,15668,936,56,108,9.82,5.55,4.27,0.57,alta,6,1,5.45,0.87,354.98,1529.3,39.3,0.87,0.87,1.48,2,1.82,7,6.36,954,-146,-13.3,952,1100,55.2,mitjana,952,-148,-13.5,864,,20.49,524,36.33,4.64,indeterminat,79.2,31,,,,
08259,082592,Santa Maria de Palautordera,Vallès Oriental,Metropolità,10060,4216,3581,635,15.06,0.419,140.4,593.9,16680,7558,1159,1343,13.35,9.52,3.83,0.53,alta,25,18,2.49,0.59,522.49,1355.8,27.4,1.27,0.97,1.03,12,1.19,24,2.39,9784,-276,-2.7,12820,12820,40.9,baixa,12820,2760,27.4,11629,,3.65,836,4.72,2.58,capital_serveis,73,49,,,,
08260,082606,Santa Perpètua de Mogoda,Vallès Occidental,Metropolità,26101,10045,9369,676,6.73,0.385,126.8,1648.8,15657,17719,4384,3998,15.32,10.3,5.02,0.45,alta,1,0,0.04,0.01,414.64,1100.8,16.5,1.01,0.87,0.62,36,1.38,65,2.49,22803,-3298,-12.6,26396,26396,27.9,mitjana,26396,295,1.1,23944,,0,946,0,0,indeterminat,77.3,36,,,,
08261,082613,Santa Susanna,Maresme,Metropolità,4049,2225,1324,901,40.49,0.55,115.4,320.6,15817,2650,467,932,23.02,17.76,5.26,3.72,alta,465,435,114.84,20.9,1854.68,1773.6,100,4.52,1.24,3.77,23,5.68,15,3.7,5001,952,23.5,18316,18316,100,baixa,18316,14267,352.4,16614,,61.95,135,33.2,90.69,excursio,45,100,,,,
08262,082628,Sant Vicenç de Castellet,Bages,Comarques Centrals,10167,4424,3773,651,14.72,0.435,140.7,593.5,14060,6814,1353,2000,19.67,15.19,4.48,1.84,alta,5,1,0.49,0.11,493.22,1091.6,13.8,1.2,0.91,0.52,1,0.1,16,1.57,9256,-911,-9,12231,12231,24.6,baixa,12231,2064,20.3,11094,,2.67,866,5.19,0.15,capital_serveis,74.6,44,,,,
08263,082634,Sant Vicenç dels Horts,Baix Llobregat,Metropolità,28760,11530,10010,1520,13.18,0.401,138,3153.5,15183,19443,4979,4338,15.08,10.35,4.73,2.57,alta,4,2,0.14,0.03,495.76,1048.1,15.5,1.21,0.85,0.58,75,2.61,104,3.62,24507,-4253,-14.8,34776,34776,26.7,alta,34776,6016,20.9,31544,,1.11,898,2.22,0,indeterminat,70.5,56,,,,
08264,082649,Sant Vicenç de Montalt,Maresme,Metropolità,6829,3612,2369,1243,34.41,0.529,151.9,848.3,23697,4912,660,1257,18.41,13.44,4.97,2.57,alta,211,205,30.9,5.84,644.71,2123.2,44,1.57,1.23,1.66,20,2.93,15,2.2,8376,1547,22.7,10738,10738,60.9,mitjana,10738,3909,57.2,9741,,29.21,406,26.89,31.54,indeterminat,81.1,25,,,,
08265,082652,Sant Vicenç de Torelló,Osona,Comarques Centrals,2118,939,782,157,16.72,0.443,143.5,300.9,17698,1819,132,167,7.88,6.14,1.74,0.69,alta,3,0,1.42,0.32,358.04,1484.9,25.4,0.87,0.98,0.96,4,1.89,5,2.36,2079,-39,-1.8,1850,2118,38.5,mitjana,1850,-268,-12.7,1678,,4.28,824,7.32,1.23,indeterminat,78.6,32,,,,
08266,082665,Cerdanyola del Vallès,Vallès Occidental,Metropolità,58264,23858,21726,2132,8.94,0.409,184,1906.5,17925,37054,11251,9959,17.09,11.82,5.27,2.23,alta,32,11,0.55,0.13,430.68,1162.9,19.3,1.05,0.85,0.73,154,2.64,176,3.02,49674,-8590,-14.7,61203,61203,31.2,alta,61203,2939,5,55516,,0.62,913,1.01,0.24,capital_serveis,76.8,38,,,,
08267,082671,Sentmenat,Vallès Occidental,Metropolità,9528,3990,3350,640,16.04,0.419,106.3,330.8,16282,7340,1239,949,9.96,6.75,3.21,0.62,alta,7,6,0.73,0.18,370.99,1182.1,22.2,0.9,0.85,0.84,7,0.73,11,1.15,8074,-1454,-15.3,8621,9528,34.7,mitjana,8621,-907,-9.5,7820,,3.03,851,5.58,0.48,indeterminat,83,20,,,,
08268,082687,Cercs,Berguedà,Comarques Centrals,1236,1095,517,578,52.79,0.886,270,26.1,16168,982,147,107,8.66,5.74,2.92,1.88,alta,29,25,23.46,2.65,486.23,1635.7,36.4,1.19,0.93,1.37,11,8.9,8,6.47,1145,-91,-7.4,1466,1466,51.8,alta,1466,230,18.6,1330,,38.74,312,60.04,17.44,indeterminat,78,34,65.31,46.26,17.35,CAT-JUNTS+
08269,082690,Seva,Osona,Comarques Centrals,3818,1912,1407,505,26.41,0.501,148.6,125.6,18660,3214,263,341,8.93,6.16,2.77,-0.03,alta,33,29,8.64,1.73,442.86,1574.4,34.4,1.08,0.91,1.3,7,1.83,19,4.98,3465,-353,-9.2,4124,4124,49.4,mitjana,4124,306,8,3741,,13.71,632,18.56,8.86,capital_serveis,84.1,17,,,,
08270,082704,Sitges,Garraf,Penedès,32690,19230,12862,6368,33.11,0.588,162.5,745.5,21387,17450,3811,11429,34.96,27.47,7.49,3.73,alta,1789,1714,54.73,9.3,639.25,1916.1,52.2,1.56,1.16,1.97,194,5.93,67,2.05,37893,5203,15.9,50968,50968,70.7,mitjana,50968,18278,55.9,46232,,40.51,297,28.58,52.44,indeterminat,83.1,20,,,,
08271,082711,Sobremunt,Lluçanès,Comarques Centrals,89,58,28,30,51.72,0.652,211.1,6.4,,77,4,8,8.99,5.62,3.37,-1.7,mitjana,5,4,56.18,8.62,389.02,1631.3,42.2,0.95,,1.59,1,11.24,1,11.24,,,,84,89,58.7,mitjana,84,-5,-5.6,77,,49.21,221,47.9,50.51,pendent,,,,,,
08272,082726,Sora,Osona,Comarques Centrals,225,143,79,64,44.76,0.636,120,7.1,15684,200,9,16,7.11,4.44,2.67,1.58,mitjana,3,1,13.33,2.1,735.24,1934.2,30,1.79,1.07,1.13,1,4.44,1,4.44,240,15,6.7,403,403,44.1,alta,403,178,79.1,366,,26.46,444,41.05,11.86,indeterminat,65.6,29,,,,
08273,082732,Subirats,Alt Penedès,Penedès,3287,1680,1167,513,30.54,0.511,172.8,58.8,16441,2738,265,284,8.64,6.21,2.43,0.16,alta,32,15,9.74,1.9,580.83,1593.1,43.5,1.42,0.92,1.64,6,1.83,5,1.52,3020,-267,-8.1,4657,4657,60.3,alta,4657,1370,41.7,4224,,16.26,582,22.65,9.87,indeterminat,80.4,27,,,,
08274,082747,Súria,Bages,Comarques Centrals,6196,2905,2328,577,19.86,0.469,179.3,262.5,16442,4584,820,792,12.78,10.85,1.93,2.35,alta,3,0,0.48,0.1,487.62,1184,20.5,1.19,0.86,0.77,4,0.65,12,1.94,5343,-853,-13.8,7369,7369,32.7,baixa,7369,1173,18.9,6684,,5.71,794,11.31,0.11,capital_serveis,78.5,33,,,,
08275,082750,Tavèrnoles,Osona,Comarques Centrals,354,173,115,58,33.53,0.489,144.6,18.8,21708,318,15,21,5.93,3.67,2.26,0.33,mitjana,7,2,19.77,4.05,651.75,2111.3,30.5,1.59,1.01,1.15,3,8.47,1,2.82,357,3,0.8,563,563,44.7,alta,563,209,59,510,,22.68,496,24.2,21.15,indeterminat,74.7,34,,,,
08276,082763,Tagamanent,Vallès Oriental,Metropolità,329,181,125,56,30.94,0.55,121.4,7.6,17984,242,39,48,14.59,13.37,1.22,4.17,alta,4,3,12.16,2.21,410.27,1718.1,28.6,1,0.89,1.08,3,9.12,3,9.12,292,-37,-11.2,329,329,42.4,mitjana,329,0,0,299,,18.35,552,24.86,11.84,indeterminat,78.6,18,,,,
08277,082779,Talamanca,Bages,Comarques Centrals,209,244,95,149,61.07,1.167,188.5,7.1,17427,172,23,14,6.7,4.78,1.92,2.98,mitjana,4,1,19.14,1.64,474.31,2121.3,63,1.16,1.11,2.38,3,14.35,1,4.78,233,24,11.5,242,242,83.7,alta,242,33,15.8,219,,46.51,247,80.74,12.27,excursio,55.5,53,,,,
08278,082785,Taradell,Osona,Comarques Centrals,6838,2948,2431,517,17.54,0.431,146.6,258.2,17866,5661,374,803,11.74,9.18,2.56,1.33,alta,13,5,1.9,0.44,435.63,1369.6,30.9,1.06,0.94,1.17,24,3.51,32,4.68,6401,-437,-6.4,7265,7265,45.2,mitjana,7265,427,6.2,6590,,4.65,816,7.46,1.83,capital_serveis,80.1,28,,,,
08279,082798,Terrassa,Vallès Occidental,Metropolità,232676,101134,84791,16343,16.16,0.435,126.1,3316.4,15337,150948,32239,49489,21.27,14.91,6.36,1.57,alta,193,160,0.83,0.19,367.66,1020.1,17.6,0.9,0.85,0.66,164,0.7,299,1.29,198622,-34054,-14.6,208648,232676,29.2,mitjana,208648,-24028,-10.3,189260,,3.5,842,6.45,0.56,capital_serveis,69.3,59,,,,
08280,082802,Tavertet,Osona,Comarques Centrals,128,194,55,139,71.65,1.516,571.4,3.9,19200,110,5,13,10.16,9.38,0.78,3.19,mitjana,19,8,148.44,9.79,553.13,2793.1,64,1.35,1.37,2.42,5,39.06,2,15.63,175,47,36.7,173,175,84.9,alta,173,45,35.2,157,,92.44,24,100,84.88,segona_residencia,40.8,61,,,,
08281,082819,Teià,Maresme,Metropolità,6894,2693,2325,368,13.67,0.391,147.3,1039.8,23351,5212,724,958,13.9,10.21,3.69,2.58,alta,48,43,6.96,1.78,552.93,1520,31.8,1.35,0.9,1.2,7,1.02,11,1.6,6186,-708,-10.3,9297,9297,46.2,baixa,9297,2403,34.9,8433,,5.31,805,2.17,8.45,indeterminat,70.1,57,,,,
08282,082824,Tiana,Maresme,Metropolità,9362,3436,3110,326,9.49,0.367,119.2,1177.6,23325,7655,864,843,9,5.84,3.16,0.74,alta,28,23,2.99,0.81,465.2,1383.5,30.9,1.13,0.82,1.17,16,1.71,21,2.24,7660,-1702,-18.2,10622,10622,45.2,mitjana,10622,1260,13.5,9635,,1.78,882,0,3.55,excursio,74.1,45,,,,
08283,082830,Tona,Osona,Comarques Centrals,8513,3605,3036,569,15.78,0.423,147.9,514.7,16878,6514,756,1243,14.6,10.75,3.85,1.98,alta,10,6,1.17,0.28,438.32,1188.3,26.8,1.07,0.88,1.01,13,1.53,26,3.05,7527,-986,-11.6,9101,9101,40.2,mitjana,9101,588,6.9,8255,,3.27,846,5.54,1,capital_serveis,78.7,32,,,,
08284,082845,Tordera,Maresme,Metropolità,19047,9628,6841,2787,28.95,0.505,126.2,226.8,13712,13339,2631,3077,16.15,11.68,4.47,1.74,alta,131,125,6.88,1.36,619.98,1300.2,11.7,1.51,0.99,0.44,15,0.79,31,1.63,18833,-214,-1.1,28802,28802,22.1,baixa,28802,9755,51.2,26126,,13.94,627,20.97,6.91,capital_serveis,76.5,39,,,,
08285,082858,Torelló,Osona,Comarques Centrals,15334,6587,5612,975,14.8,0.43,149.8,1179.5,16035,10655,1502,3177,20.72,17.66,3.06,3.76,alta,2,0,0.13,0.03,411.85,1121.7,20.8,1,0.89,0.78,2,0.13,19,1.24,13608,-1726,-11.3,15403,15403,33,mitjana,15403,69,0.4,13972,,2.51,868,5.02,0,capital_serveis,79.6,30,,,,
08286,082861,"Torre de Claramunt, la",Anoia,Penedès,4154,2277,1488,789,34.65,0.548,143.5,276.6,15038,3159,672,323,7.78,4.94,2.84,1.75,alta,19,16,4.57,0.83,357.62,1370.3,25,0.87,0.96,0.94,1,0.24,9,2.17,4006,-148,-3.6,3623,4154,38.1,mitjana,3623,-531,-12.8,3287,,16.1,585,28.01,4.18,indeterminat,82.9,20,,,,
08287,082877,Torrelavit,Alt Penedès,Penedès,1575,739,548,191,25.85,0.469,125.8,66.6,17531,1250,119,206,13.08,9.84,3.24,4.51,alta,5,2,3.17,0.68,350.5,1194.9,31.8,0.85,0.77,1.2,3,1.9,3,1.9,1209,-366,-23.2,1346,1575,46.2,mitjana,1346,-229,-14.5,1221,,9.84,707,16.54,3.15,indeterminat,88.6,4,,,,
08288,082883,Torrelles de Foix,Alt Penedès,Penedès,2751,1838,963,875,47.61,0.668,123.8,74.9,12615,1820,336,595,21.63,17.48,4.15,3.59,alta,28,14,10.18,1.52,617.11,1258.1,20.4,1.51,0.83,0.77,8,2.91,10,3.64,2294,-457,-16.6,4141,4141,32.5,alta,4141,1390,50.5,3756,,26.87,437,45.08,8.66,indeterminat,75.8,41,,,,
08289,082896,Torrelles de Llobregat,Baix Llobregat,Metropolità,6162,2593,2182,411,15.85,0.421,103,454.4,18748,4993,625,544,8.83,6.07,2.76,0.84,alta,12,7,1.95,0.46,393.6,1348.4,22.9,0.96,0.85,0.86,17,2.76,17,2.76,5242,-920,-14.9,5916,6162,35.5,mitjana,5916,-246,-4,5366,,3.71,835,5.51,1.92,indeterminat,72.6,50,,,,
08290,082900,Ullastrell,Vallès Occidental,Metropolità,2170,820,727,93,11.34,0.378,84.1,296.9,17482,1923,118,129,5.94,3.23,2.71,0.8,alta,0,0,0,0,312.13,1314.3,19.5,0.76,0.86,0.74,2,0.92,5,2.3,1875,-295,-13.6,1652,2170,31.5,mitjana,1652,-518,-23.9,1499,,0,947,0,0,indeterminat,77.6,35,,,,
08291,082917,Vacarisses,Vallès Occidental,Metropolità,7710,3707,2517,1190,32.1,0.481,78.3,189.4,16588,6235,762,713,9.25,5.08,4.17,0.76,alta,16,9,2.08,0.43,478.21,1531.4,31.1,1.17,0.91,1.17,11,1.43,15,1.95,7032,-678,-8.8,8993,8993,45.4,baixa,8993,1283,16.6,8157,,12.22,657,22.57,1.86,capital_serveis,87.8,6,,,,
08292,082922,Vallbona d'Anoia,Anoia,Penedès,1420,670,522,148,22.09,0.472,157.4,220.2,15672,1068,174,178,12.54,7.75,4.79,2.03,alta,2,2,1.41,0.3,186.97,1189.4,10.6,0.46,0.87,0.4,2,1.41,11,7.75,1234,-186,-13.1,648,1420,20.8,mitjana,648,-772,-54.4,587,,7.28,763,13.4,1.16,indeterminat,78.6,33,,,,
08293,082938,Vallcebre,Berguedà,Comarques Centrals,260,260,122,138,53.08,1,537.5,9.3,19380,231,18,11,4.23,1.15,3.08,2.14,mitjana,15,11,57.69,5.77,837.38,1532.5,55.7,2.04,0.77,2.1,2,7.69,4,15.38,199,-61,-23.5,531,531,74.9,alta,531,271,104.2,482,,53.29,187,65.76,40.81,excursio,56.2,66,75.16,43.31,5.1,CAT-JUNTS+
08294,082943,Vallgorguina,Vallès Oriental,Metropolità,3273,1640,1166,474,28.9,0.501,80.6,147.9,16472,2588,251,434,13.26,9.2,4.06,1.6,alta,39,36,11.92,2.38,537.14,1495.4,28.3,1.31,0.92,1.07,6,1.83,12,3.67,3005,-268,-8.2,4288,4288,42,baixa,4288,1015,31,3890,,16.55,578,20.74,12.36,capital_serveis,81.9,23,,,,
08295,082956,Vallirana,Baix Llobregat,Metropolità,16239,6949,5431,1518,21.84,0.428,130.3,680,16623,11676,2521,2042,12.57,7.46,5.11,1.24,alta,11,9,0.68,0.16,547.79,1410,21.1,1.34,0.98,0.8,26,1.6,39,2.4,15857,-382,-2.4,21696,21696,33.4,baixa,21696,5457,33.6,19680,,5.73,793,11.07,0.39,capital_serveis,76.2,39,,,,
08296,082969,Vallromanes,Vallès Oriental,Metropolità,2782,1157,908,249,21.52,0.416,109,261.2,22220,2184,252,346,12.44,7.98,4.46,0.81,alta,42,36,15.1,3.63,619.72,1920.4,31.1,1.51,1.09,1.17,5,1.8,7,2.52,3037,255,9.2,4205,4205,45.4,alta,4205,1423,51.2,3814,,14.1,623,10.22,17.98,indeterminat,71.6,53,,,,
08297,082975,Veciana,Anoia,Penedès,170,127,59,68,53.54,0.747,141.9,4.4,13825,147,12,11,6.47,4.71,1.76,-0.81,mitjana,9,1,52.94,7.09,361.83,2294.4,29.9,0.88,1.33,1.13,0,0,1,5.88,225,55,32.4,150,225,44,baixa,150,-20,-11.8,136,,48.95,226,54.04,43.87,segona_residencia,49.1,58,,,,
08298,082981,Vic,Osona,Comarques Centrals,50405,19836,16979,2857,14.4,0.394,106.9,1648.3,15156,28753,3463,18189,36.09,30.2,5.89,1.55,alta,65,46,1.29,0.33,450.91,1125.9,23,1.1,0.96,0.87,151,3,135,2.68,48176,-2229,-4.4,55434,55434,35.7,alta,55434,5029,10,50283,,2.08,876,2.95,1.22,segona_residencia,86.8,9,,,,
08299,082994,Vilada,Berguedà,Comarques Centrals,430,325,181,144,44.31,0.756,325,19.2,15843,385,28,17,3.95,3.02,0.93,0.9,mitjana,7,5,16.28,2.15,362.07,1575.7,35.6,0.88,0.89,1.34,4,9.3,6,13.95,385,-45,-10.5,380,430,50.8,baixa,380,-50,-11.6,344,,29.75,398,46.41,13.09,indeterminat,76.4,39,76.36,51.55,12.02,CAT-JUNTS+
08300,083008,Viladecavalls,Vallès Occidental,Metropolità,7816,2966,2565,401,13.52,0.379,135.5,389,18938,6245,1125,446,5.71,2.88,2.83,0.53,alta,3,3,0.38,0.1,490.91,1350.3,21,1.2,0.88,0.79,5,0.64,13,1.66,6889,-927,-11.9,9358,9358,33.3,baixa,9358,1542,19.7,8489,,0.98,901,1.89,0.07,capital_serveis,73.8,46,,,,
08301,083015,Viladecans,Baix Llobregat,Metropolità,67536,26586,24405,2181,8.2,0.394,132.8,3310.6,15794,44146,13273,10117,14.98,9.94,5.04,1.81,alta,36,22,0.53,0.14,411.95,1013.2,14,1,0.8,0.53,119,1.76,76,1.13,54179,-13357,-19.8,67857,67857,24.9,mitjana,67857,321,0.5,61552,,0.28,929,0.29,0.27,indeterminat,84.9,14,,,,
08302,083020,Vilanova del Camí,Anoia,Penedès,12886,5339,4716,623,11.67,0.414,124.9,1253.5,13529,8741,2512,1633,12.67,8.65,4.02,1.24,alta,1,0,0.08,0.02,421.44,1012.3,13.2,1.03,0.88,0.5,0,0,13,1.01,11314,-1572,-12.2,13246,13246,23.9,mitjana,13246,360,2.8,12015,,0.76,907,1.52,0,capital_serveis,76.8,38,,,,
08303,083036,Vilanova de Sau,Osona,Comarques Centrals,325,258,134,124,48.06,0.794,313.3,5.5,17722,284,12,29,8.92,6.15,2.77,3.31,mitjana,12,5,36.92,4.65,762.29,1613.3,98.6,1.86,0.83,3.72,4,12.31,3,9.23,270,-55,-16.9,604,604,100,alta,604,279,85.8,548,,40.46,298,51.51,29.41,excursio,67.4,49,,,,
08304,083041,Vilobí del Penedès,Alt Penedès,Penedès,1157,492,388,104,21.14,0.425,139,123.9,17057,1001,69,87,7.52,5.53,1.99,0.57,alta,7,5,6.05,1.42,576.96,1516.4,41.8,1.41,0.88,1.58,0,0,2,1.73,1015,-142,-12.3,1628,1628,58.2,baixa,1628,471,40.7,1477,,8.57,733,10.32,6.83,indeterminat,73.9,46,,,,
08305,083054,Vilafranca del Penedès,Alt Penedès,Penedès,42561,18264,15485,2779,15.22,0.429,128.7,2166,15441,27896,4990,9675,22.73,16.17,6.56,2.5,alta,33,22,0.78,0.18,516.34,1185.7,26.2,1.26,0.96,0.99,45,1.06,62,1.46,40697,-1864,-4.4,53600,53600,39.5,alta,53600,11039,25.9,48619,,2.92,857,5.34,0.5,segona_residencia,76.2,40,,,,
08306,083067,Vilalba Sasserra,Vallès Oriental,Metropolità,790,326,282,44,13.5,0.413,120.7,130.6,14283,597,72,121,15.32,8.23,7.09,-3.12,alta,0,0,0,0,536.78,1345,32.1,1.31,0.89,1.21,1,1.27,3,3.8,706,-84,-10.6,1034,1034,46.6,baixa,1034,244,30.9,938,,1.54,884,3.07,0,indeterminat,71,54,,,,
08307,083073,Vilanova i la Geltrú,Garraf,Penedès,71305,33155,26067,7088,21.38,0.465,169.1,2097.8,16690,46133,11116,14056,19.71,14.05,5.66,3,alta,511,468,7.17,1.54,490.86,1219.6,25.9,1.2,0.91,0.98,488,6.84,553,7.76,64801,-6504,-9.1,85368,85368,39.1,mitjana,85368,14063,19.7,77435,,10.05,697,12.44,7.66,capital_serveis,85.3,13,,,,
08308,083089,Viver i Serrateix,Berguedà,Comarques Centrals,178,95,55,40,42.11,0.534,122.9,2.7,19971,167,2,9,5.06,4.49,0.57,1.04,mitjana,13,0,73.03,13.68,675.03,2136.7,74.5,1.65,1.02,2.81,0,0,1,5.62,181,3,1.7,293,293,97.5,alta,293,115,64.6,266,,54.27,182,33.85,74.68,excursio,63.1,21,93.81,24.74,11.34,CAT-JUNTS+
08901,089019,Rupit i Pruit,Osona,Comarques Centrals,277,312,116,196,62.82,1.126,380,5.8,18517,239,6,32,11.55,7.58,3.97,2.16,mitjana,31,16,111.91,9.94,843.36,2424.8,78.9,2.06,1.22,2.98,13,46.93,9,32.49,339,62,22.4,570,570,100,alta,570,293,105.8,517,,77.69,60,80.3,75.07,segona_residencia,71.8,26,,,,
08902,089024,Vilanova del Vallès,Vallès Oriental,Metropolità,5697,2277,1885,392,17.22,0.4,98,374.8,19055,4587,645,465,8.16,5.04,3.12,0.6,alta,12,10,2.11,0.53,500.06,1519.6,25.1,1.22,0.95,0.95,5,0.88,10,1.76,5411,-286,-5,6948,6948,38.2,baixa,6948,1251,22,6303,,3.96,829,5.7,2.23,indeterminat,75.9,40,,,,
08903,089030,Sant Julià de Cerdanyola,Berguedà,Comarques Centrals,234,230,116,114,49.57,0.983,281.8,19.8,19249,226,7,1,0.43,0,0.43,,mitjana,4,2,17.09,1.74,506.47,2153.8,58.1,1.24,1.1,2.19,2,8.55,3,12.82,258,24,10.3,289,289,77.8,alta,289,55,23.5,262,,36.89,329,61.88,11.9,excursio,68.3,24,85.8,46.15,6.51,CAT-JUNTS+
08904,089045,Badia del Vallès,Vallès Occidental,Metropolità,13058,5447,5178,269,4.94,0.417,173.4,14040.9,12664,8553,2988,1517,11.62,6.7,4.92,0.72,alta,0,0,0,0,423.01,917.9,13.2,1.03,0.92,0.5,2,0.15,23,1.76,12058,-1000,-7.7,13472,13472,23.9,baixa,13472,414,3.2,12220,,0.69,910,1.39,0,dormitori_invisible,74.2,45,,,,
08905,089058,"Palma de Cervelló, la",Baix Llobregat,Metropolità,3059,1288,1131,157,12.19,0.421,180.3,560.3,19098,2327,368,364,11.9,7.65,4.25,1.78,alta,0,0,0,0,397.68,1475.1,25.4,0.97,0.95,0.96,15,4.9,15,4.9,2900,-159,-5.2,2967,3059,38.5,mitjana,2967,-92,-3,2691,,1.16,895,2.31,0,capital_serveis,75.6,41,,,,
