ine5,codi6,municipi,comarca,vegueria,poblacio,hab_total,hab_principal,hab_noprincipal,pct_noprincipal,hab_per_hab,index_envelliment,densitat_hab_km2,renda_neta_persona,poblacio_nascuda_catalunya,poblacio_nascuda_resta_espanya,poblacio_nascuda_estranger,pct_nascuda_estranger,pct_nacionalitat_estrangera,bretxa_naturalitzacio,delta_pct_estrangera_finestra,confianca_origen,rtc_total,rtc_hut,rtc_per_1000hab,rtc_per_100hab_viv,kg_hab_any,kwh_hab,vidre_hab,residu_base_ratio,kwh_base_ratio,vidre_base_ratio,restauracio_estab,restauracio_per_1000hab,serveis_estab,serveis_per_1000hab,poblacio_pernocta_est,gap_pernocta,gap_pernocta_pct,carrega_total_est,carrega_funcional_est,index_turisme,confianca,poblacio_real_est,gap_abs,gap_pct,poblacio_real_rel,pct_icaen_EFG,IETR,IETR_rank,IETR_stock,IETR_impact,tipologia,confianca_score,divergencia_senyals,pct_indep,pct_esquerra,pct_extrema_dreta,guanya
43001,430017,Aiguamúrcia,Alt Camp,Camp de Tarragona,1002,876,404,472,53.88,0.874,202.5,13.7,14415,752,99,151,15.07,10.68,4.39,2.53,alta,38,16,37.92,4.34,570.6,1612.2,39.3,1.39,0.95,1.48,7,6.99,4,3.99,948,-54,-5.4,1394,1394,55.2,alta,1394,392,39.1,1265,,44.53,261,60.42,28.65,indeterminat,77.1,37,,,,
43002,430022,Albinyana,Baix Penedès,Penedès,2718,1586,948,638,40.23,0.584,151.5,140.3,13314,1960,427,331,12.18,8.02,4.16,2.09,alta,13,10,4.78,0.82,745.45,1484.8,24.2,1.82,0.98,0.91,5,1.84,6,2.21,2669,-49,-1.8,4942,4942,37.1,alta,4942,2224,81.8,4483,,19.41,541,34.61,4.22,indeterminat,71.8,52,,,,
43003,430038,"Albiol, l'",Baix Camp,Camp de Tarragona,556,272,180,92,33.82,0.489,82.5,27.3,16032,428,69,59,10.61,8.45,2.16,1.51,alta,10,6,17.99,3.68,425.99,1338.6,20.4,1.04,0.76,0.77,1,1.8,1,1.8,424,-132,-23.7,578,578,32.5,mitjana,578,22,4,524,,21.82,509,24.46,19.19,indeterminat,86.8,9,,,,
43004,430043,Alcanar,Montsià,Terres de l'Ebre,10048,8589,3808,4781,55.66,0.855,168.3,213.5,12678,6776,1004,2268,22.57,22.17,0.4,1.29,alta,504,487,50.16,5.87,703.28,1771.8,30.2,1.72,1.29,1.14,33,3.28,52,5.18,12995,2947,29.3,17236,17236,44.3,mitjana,17236,7188,71.5,15634,,49.78,214,61.07,38.5,indeterminat,81,26,,,,
43005,430056,Alcover,Alt Camp,Camp de Tarragona,5357,2733,1925,808,29.56,0.51,129.5,116.5,15083,3881,761,715,13.35,11.14,2.21,-0.78,alta,16,10,2.99,0.59,530.84,1326.5,21.4,1.29,0.9,0.81,7,1.31,24,4.48,4805,-552,-10.3,6936,6936,33.7,baixa,6936,1579,29.5,6291,,12.25,653,21.74,2.76,capital_serveis,82.4,22,,,,
43006,430069,Aldover,Baix Ebre,Terres de l'Ebre,910,641,350,291,45.4,0.704,280.6,45,13626,719,51,140,15.38,13.74,1.64,0.04,alta,12,9,13.19,1.87,428.32,1413.6,21.3,1.04,0.89,0.8,2,2.2,5,5.49,808,-102,-11.2,951,951,33.6,mitjana,951,41,4.5,862,,27.93,423,44.87,10.98,indeterminat,79.7,30,,,,
43007,430075,"Aleixar, l'",Baix Camp,Camp de Tarragona,1026,660,347,313,47.42,0.643,98.7,39.3,14915,798,74,154,15.01,14.13,0.88,2.52,alta,8,4,7.8,1.21,361.39,1251.6,21.2,0.88,0.75,0.8,1,0.97,5,4.87,767,-259,-25.2,904,1026,33.5,mitjana,904,-122,-11.9,820,,25.2,461,43.71,6.7,indeterminat,74.1,45,,,,
43008,430081,Alfara de Carles,Baix Ebre,Terres de l'Ebre,355,472,164,308,65.25,1.33,371.4,5.6,13301,292,21,42,11.83,7.89,3.94,0.98,alta,21,17,59.15,4.45,556.58,1735.1,16.6,1.36,1.03,0.63,1,2.82,4,11.27,365,10,2.8,482,482,28,alta,482,127,35.8,437,,64.4,111,92.2,36.59,buit_administratiu,67.6,54,,,,
43009,430094,Alforja,Baix Camp,Camp de Tarragona,2031,1242,745,497,40.02,0.612,165.4,53.1,14758,1558,247,226,11.13,8.57,2.56,1.35,alta,36,29,17.73,2.9,489.18,1185.1,22,1.19,0.72,0.83,1,0.49,6,2.95,1462,-569,-28,2423,2423,34.5,alta,2423,392,19.3,2198,,26.03,451,35.76,16.3,indeterminat,80,29,,,,
43010,430108,Alió,Alt Camp,Camp de Tarragona,499,262,168,94,35.88,0.525,119.6,68.8,13318,413,38,48,9.62,8.22,1.4,0.53,alta,0,0,0,0,297.88,1322.1,19.2,0.73,0.85,0.72,0,0,3,6.01,425,-74,-14.8,363,499,31.1,mitjana,363,-136,-27.3,329,,13.99,626,27.98,0,indeterminat,78.4,33,,,,
43011,430115,Almoster,Baix Camp,Camp de Tarragona,1383,633,472,161,25.43,0.458,130.3,232,21788,1161,111,111,8.03,5.5,2.53,2.18,alta,9,7,6.51,1.42,352.5,1546.7,20.8,0.86,0.81,0.78,0,0,4,2.89,1115,-268,-19.4,1189,1383,33,mitjana,1189,-194,-14,1079,,11.32,669,15.64,6.99,indeterminat,83,20,,,,
43012,430120,Altafulla,Tarragonès,Camp de Tarragona,5856,4851,2162,2689,55.43,0.828,133.4,842.6,18943,4050,844,962,16.43,12.24,4.19,0.63,alta,352,338,60.11,7.26,631.48,1925.4,64.6,1.54,1.25,2.44,39,6.66,22,3.76,7326,1470,25.1,9019,9019,85.6,baixa,9019,3163,54,8181,,53.3,186,59.57,47.03,indeterminat,78.7,32,,,,
43013,430136,"Ametlla de Mar, l'",Baix Ebre,Terres de l'Ebre,7436,8286,3048,5238,63.22,1.114,213,111.2,14378,4660,737,2039,27.42,24.53,2.89,0.81,alta,1813,1800,243.81,21.88,933.06,2752.5,52.2,2.28,1.78,1.97,83,11.16,53,7.13,13248,5812,78.2,16923,16923,70.7,alta,16923,9487,127.6,15350,,90.04,34,80.08,100,segona_residencia,84.2,17,,,,
43014,430141,Amposta,Montsià,Terres de l'Ebre,23047,11872,8225,3647,30.72,0.515,131.4,166.6,12513,15218,1534,6295,27.31,22.74,4.57,6.12,alta,246,214,10.67,2.07,524.03,1464.4,19.8,1.28,1.08,0.75,60,2.6,64,2.78,24780,1733,7.5,29457,29457,31.8,mitjana,29457,6410,27.8,26720,,16.9,573,23,10.81,indeterminat,87.8,6,,,,
43015,430154,Arbolí,Baix Camp,Camp de Tarragona,138,116,55,61,52.59,0.841,200,6.6,15875,110,10,18,13.04,8.7,4.34,5.42,mitjana,11,10,79.71,9.48,429.91,1305.3,27.4,1.05,0.71,1.03,0,0,2,14.49,99,-39,-28.3,145,145,40.9,mitjana,145,7,5.1,131,,59.84,150,57.71,61.97,buit_administratiu,47.3,49,,,,
43016,430167,"Arboç, l'",Baix Penedès,Penedès,5701,2431,2054,377,15.51,0.426,100.5,403.5,13200,3313,878,1510,26.49,24.63,1.86,0.28,alta,10,8,1.75,0.41,392.35,1034.7,19.1,0.96,0.85,0.72,5,0.88,16,2.81,4871,-830,-14.6,5456,5701,31,mitjana,5456,-245,-4.3,4949,,3.56,839,5.45,1.67,capital_serveis,81.3,25,,,,
43017,430173,"Argentera, l'",Baix Camp,Camp de Tarragona,139,140,61,79,56.43,1.007,557.1,13.7,24143,120,10,9,6.47,2.16,4.31,0.07,mitjana,6,3,43.17,4.29,461.49,1534.1,35.4,1.13,0.68,1.34,2,14.39,2,14.39,95,-44,-31.7,156,156,50.6,baixa,156,17,12.2,142,,49.68,215,69.02,30.34,indeterminat,48.4,46,,,,
43018,430189,Arnes,Terra Alta,Terres de l'Ebre,460,504,183,321,63.69,1.096,344.9,10.7,13655,374,47,39,8.48,7.17,1.31,2.18,alta,33,23,71.74,6.55,566.38,1670.8,29.4,1.38,1,1.11,6,13.04,7,15.22,460,0,0,635,635,43.4,alta,635,175,38,576,,64.12,114,79.63,48.61,indeterminat,71,54,,,,
43019,430192,Ascó,Ribera d'Ebre,Terres de l'Ebre,1594,929,659,270,29.06,0.583,234.1,21.6,17677,1206,155,233,14.62,11.67,2.95,2.78,alta,2,2,1.25,0.22,601.41,1714.8,15,1.47,0.92,0.57,0,0,3,1.88,1471,-123,-7.7,2338,2338,26.1,alta,2338,744,46.7,2121,,12.81,644,24.8,0.81,indeterminat,78.1,34,,,,
43020,430206,Banyeres del Penedès,Baix Penedès,Penedès,3392,1623,1223,400,24.65,0.478,120,278.3,15249,2396,585,411,12.12,8.9,3.22,-0.53,alta,23,15,6.78,1.42,621.45,1494.7,25.7,1.52,1.01,0.97,8,2.36,5,1.47,3419,27,0.8,5141,5141,38.9,baixa,5141,1749,51.6,4664,,11.51,665,15.92,7.09,indeterminat,73.7,47,,,,
43021,430213,Barberà de la Conca,Conca de Barberà,Camp de Tarragona,486,442,204,238,53.85,0.909,216,18.3,15297,360,53,73,15.02,13.37,1.65,-2.45,alta,8,6,16.46,1.81,475.18,1696.5,50.9,1.16,0.98,1.92,2,4.12,5,10.29,475,-11,-2.3,563,563,69.2,alta,563,77,15.8,511,,37,327,62.07,11.93,indeterminat,76.6,38,,,,
43022,430228,Batea,Terra Alta,Terres de l'Ebre,1873,1106,691,415,37.52,0.59,245.9,14.6,11670,1488,125,260,13.88,13.88,0,2.57,alta,10,5,5.34,0.9,350.37,1165.1,29.9,0.85,0.75,1.13,0,0,8,4.27,1412,-461,-24.6,1601,1873,44,mitjana,1601,-272,-14.5,1452,,18.62,549,32.53,4.71,indeterminat,80.5,27,,,,
43023,430234,Bellmunt del Priorat,Priorat,Camp de Tarragona,288,325,131,194,59.69,1.128,360,32.5,13458,225,23,40,13.89,13.89,0,-0.24,alta,3,1,10.42,0.92,357.24,1764,29.5,0.87,1.1,1.11,0,0,1,3.47,318,30,10.4,251,318,43.5,baixa,251,-37,-12.8,228,,42.13,282,77.67,6.59,indeterminat,56.8,71,,,,
43024,430249,Bellvei,Baix Penedès,Penedès,2464,1343,861,482,35.89,0.545,125.7,297.9,13474,1684,323,457,18.55,14.53,4.02,3.14,alta,19,18,7.71,1.41,557.8,1518.9,26.3,1.36,1.16,0.99,2,0.81,6,2.44,2846,382,15.5,3352,3352,39.6,baixa,3352,888,36,3041,,18.17,557,28.95,7.38,dormitori_invisible,83.9,17,,,,
43025,430252,Benifallet,Baix Ebre,Terres de l'Ebre,708,505,297,208,41.19,0.713,451.9,11.3,14154,556,26,126,17.8,17.23,0.57,4.48,alta,27,17,38.14,5.35,513.88,1554.6,35.9,1.25,0.92,1.35,9,12.71,7,9.89,649,-59,-8.3,887,887,51.2,alta,887,179,25.3,805,,36.99,328,41.63,32.35,indeterminat,85.1,14,,,,
43026,430265,Benissanet,Ribera d'Ebre,Terres de l'Ebre,1191,653,438,215,32.92,0.548,216.2,51.6,13049,822,44,325,27.29,27.54,-0.25,4.49,alta,14,8,11.75,2.14,417.76,1339.1,30.8,1.02,0.99,1.16,2,1.68,4,3.36,1181,-10,-0.8,1214,1214,45,mitjana,1214,23,1.9,1101,,18.97,546,26.5,11.44,indeterminat,87.5,7,,,,
43027,430271,"Bisbal de Falset, la",Priorat,Camp de Tarragona,214,196,95,101,51.53,0.916,564.3,15.1,11033,169,15,30,14.02,13.55,0.47,1.22,alta,11,6,51.4,5.61,273.75,1690.4,30,0.67,1.12,1.13,0,0,2,9.35,240,26,12.1,143,240,44.1,baixa,143,-71,-33.2,130,,49.19,222,60.38,38,indeterminat,50.5,69,,,,
43028,430287,"Bisbal del Penedès, la",Baix Penedès,Penedès,4270,2953,1561,1392,47.14,0.692,146.7,131.2,13410,3085,632,553,12.95,8.76,4.19,1.81,alta,33,31,7.73,1.12,753.81,1682.3,20.4,1.84,1.11,0.77,3,0.7,11,2.58,4723,453,10.6,7851,7851,32.5,alta,7851,3581,83.9,7121,,26.08,449,45.82,6.35,indeterminat,74.5,44,,,,
43029,430290,Blancafort,Conca de Barberà,Camp de Tarragona,392,336,171,165,49.11,0.857,210.9,27.1,15791,326,21,45,11.48,9.44,2.04,1.61,alta,4,3,10.2,1.19,519.09,1651.6,28.7,1.27,0.95,1.08,4,10.2,4,10.2,372,-20,-5.1,496,496,42.5,alta,496,104,26.5,450,,31.46,377,55.44,7.48,indeterminat,80,25,,,,
43030,430304,Bonastre,Baix Penedès,Penedès,778,579,312,267,46.11,0.744,126.5,31.2,13199,565,85,128,16.45,12.98,3.47,-0.24,alta,5,5,6.43,0.86,742.54,1442,32.3,1.81,1.02,1.22,0,0,2,2.57,792,14,1.8,1409,1409,46.8,alta,1409,631,81.1,1278,,26.18,448,47.41,4.95,indeterminat,71.3,54,,,,
43031,430311,"Borges del Camp, les",Baix Camp,Camp de Tarragona,2313,1118,778,340,30.41,0.483,139.1,280.7,14243,1702,247,364,15.74,14.35,1.39,0.58,alta,11,11,4.76,0.98,512.59,1339.3,19.7,1.25,0.88,0.74,0,0,11,4.76,2029,-284,-12.3,2892,2892,31.7,baixa,2892,579,25,2623,,12.99,638,21.19,4.79,indeterminat,83.8,18,,,,
43032,430326,Bot,Terra Alta,Terres de l'Ebre,545,476,239,237,49.79,0.873,388,15.6,12995,452,27,66,12.11,9.54,2.57,0.43,alta,18,12,33.03,3.78,385.67,1647.2,30.7,0.94,1.02,1.16,5,9.17,5,9.17,556,11,2,513,556,44.9,baixa,513,-32,-5.9,465,,40.85,292,56.8,24.9,indeterminat,73.9,46,,,,
43033,430332,Botarell,Baix Camp,Camp de Tarragona,1156,590,405,185,31.36,0.51,141.4,96.7,15430,875,136,145,12.54,10.73,1.81,1.82,alta,15,13,12.98,2.54,438.7,1489.8,21.1,1.07,0.9,0.8,0,0,2,1.73,1044,-112,-9.7,1237,1237,33.4,mitjana,1237,81,7,1122,,18.32,554,23.31,13.32,indeterminat,88.9,3,,,,
43034,430347,Bràfim,Alt Camp,Camp de Tarragona,705,391,259,132,33.76,0.555,136.8,109.8,15041,520,65,120,17.02,15.74,1.28,-0.35,alta,1,0,1.42,0.26,349.5,1682.2,30,0.85,1.04,1.13,3,4.26,7,9.93,731,26,3.7,601,731,44.1,mitjana,601,-104,-14.8,545,,14.29,620,27.57,1.02,indeterminat,80.6,27,,,,
43035,430350,Cabacés,Priorat,Camp de Tarragona,295,233,124,109,46.78,0.79,556.3,9.4,13074,246,15,34,11.53,9.15,2.38,1.75,alta,3,3,10.17,1.29,268.89,1154.4,30.2,0.66,0.7,1.14,2,6.78,6,20.34,207,-88,-29.8,193,295,44.3,mitjana,193,-102,-34.6,175,,29.01,410,50.2,7.83,indeterminat,61.1,60,,,,
43036,430363,Cabra del Camp,Alt Camp,Camp de Tarragona,1387,966,487,479,49.59,0.696,126.6,51.5,13479,957,195,235,16.94,13.12,3.82,1.96,alta,10,9,7.21,1.04,513.98,1488.4,24.4,1.25,0.94,0.92,2,1.44,2,1.44,1307,-80,-5.8,1739,1739,37.3,alta,1739,352,25.4,1577,,27.01,435,48.15,5.88,indeterminat,78.1,34,,,,
43037,430379,Calafell,Baix Penedès,Penedès,32429,27112,11820,15292,56.4,0.836,160,1591.2,14148,17801,5047,9581,29.54,22.2,7.34,3.41,alta,1728,1701,53.29,6.37,597.63,1866.5,27.4,1.46,1.45,1.03,198,6.11,63,1.94,47104,14675,45.3,47270,47270,40.9,baixa,47270,14841,45.8,42877,,51.1,201,60.8,41.4,indeterminat,76.9,37,,,,
43038,430385,Cambrils,Baix Camp,Camp de Tarragona,37068,31733,14146,17587,55.42,0.856,128.1,1052.8,15716,20837,6510,9721,26.22,20.49,5.73,1.05,alta,3807,3766,102.7,12,723.46,1939.2,42.3,1.76,1.41,1.6,111,2.99,63,1.7,52164,15096,40.7,65408,65408,58.8,alta,65408,28340,76.5,59330,,70.05,84,60.9,79.19,indeterminat,81.8,23,,,,
43039,430398,Capafonts,Baix Camp,Camp de Tarragona,101,180,65,115,63.89,1.782,1450,7.6,17356,91,8,2,1.98,0.99,0.99,0,mitjana,15,9,148.51,8.33,461.47,1947.7,24.1,1.13,1.03,0.91,2,19.8,1,9.9,104,3,3,114,114,37,baixa,114,13,12.9,103,,87.75,39,95.88,79.63,indeterminat,35.6,61,,,,
43040,430402,Capçanes,Priorat,Camp de Tarragona,446,296,154,142,47.97,0.664,238.2,19.8,14682,394,13,39,8.74,7.62,1.12,1.24,alta,5,4,11.21,1.69,364.75,1478.8,30.5,0.89,0.87,1.15,0,0,3,6.73,388,-58,-13,397,446,44.7,mitjana,397,-49,-11,360,,27.42,428,45.2,9.63,indeterminat,73.9,46,,,,
43041,430419,Caseres,Terra Alta,Terres de l'Ebre,250,215,92,123,57.21,0.86,413,5.8,12384,191,31,28,11.2,10,1.2,6.57,alta,10,5,40,4.65,561.75,1330.8,30.1,1.37,0.81,1.14,0,0,2,8,203,-47,-18.8,343,343,44.2,alta,343,93,37.2,311,,46.58,246,62.66,30.5,indeterminat,58.5,57,,,,
43042,430424,Castellvell del Camp,Baix Camp,Camp de Tarragona,3001,1203,960,243,20.2,0.401,130.7,576,20268,2458,313,230,7.66,4.9,2.76,1.47,alta,12,11,4,1,288.05,1497.2,17.7,0.7,0.9,0.67,0,0,4,1.33,2689,-312,-10.4,2108,3001,29.3,mitjana,2108,-893,-29.8,1912,,6.47,779,8.35,4.59,indeterminat,79.8,29,,,,
43043,430430,"Catllar, el",Tarragonès,Camp de Tarragona,5387,2725,1744,981,36,0.506,97.5,203.8,17845,3922,813,652,12.1,7.96,4.14,0.57,alta,46,41,8.54,1.69,678.78,1720.6,18.8,1.66,1.01,0.71,4,0.74,10,1.86,5459,72,1.3,8919,8919,30.6,alta,8919,3532,65.6,8090,,17.93,559,27.18,8.68,indeterminat,78.2,34,,,,
43044,430445,"Sénia, la",Montsià,Terres de l'Ebre,5605,3055,2169,886,29,0.545,180.3,51.7,12333,3312,1104,1189,21.21,20.98,0.23,2.74,alta,13,10,2.32,0.43,446.41,1204.8,17.1,1.09,0.84,0.65,10,1.78,18,3.21,4686,-919,-16.4,6103,6103,28.6,mitjana,6103,498,8.9,5536,,12.44,651,22.93,1.95,capital_serveis,85.7,12,,,,
43045,430458,Colldejou,Baix Camp,Camp de Tarragona,157,118,64,54,45.76,0.752,326.7,10.8,14508,134,7,16,10.19,5.1,5.09,2.7,mitjana,8,6,50.96,6.78,331.49,1371.3,24.5,0.81,0.8,0.92,2,12.74,2,12.74,125,-32,-20.4,127,157,37.5,mitjana,127,-30,-19.1,115,,44.77,260,47.49,42.05,indeterminat,50.8,47,,,,
43046,430461,Conesa,Conca de Barberà,Camp de Tarragona,113,168,49,119,70.83,1.487,400,3.9,15028,92,4,17,15.04,15.04,0,6.55,mitjana,4,1,35.4,2.38,510.48,1756.4,47,1.25,0.97,1.77,0,0,1,8.85,110,-3,-2.7,141,141,64.5,alta,141,28,24.8,128,,60.36,144,100,20.71,indeterminat,36.3,67,,,,
43047,430477,Constantí,Tarragonès,Camp de Tarragona,7155,3232,2436,796,24.63,0.452,86,231.8,12108,4163,1120,1872,26.16,20.21,5.95,0.23,alta,7,7,0.98,0.22,714.34,1148,6.4,1.74,0.9,0.24,2,0.28,12,1.68,6407,-748,-10.5,12466,12466,15.7,baixa,12466,5311,74.2,11308,,7.69,756,14.66,0.72,capital_serveis,68,63,,,,
43048,430483,Corbera d'Ebre,Terra Alta,Terres de l'Ebre,1024,494,368,126,25.51,0.482,322,19.3,12631,791,33,200,19.53,17.77,1.76,4.64,alta,14,12,13.67,2.83,321.4,1322.1,30.3,0.78,0.83,1.14,3,2.93,9,8.79,855,-169,-16.5,803,1024,44.4,mitjana,803,-221,-21.6,728,,15.73,594,16.86,14.6,indeterminat,84.7,15,,,,
43049,430496,Cornudella de Montsant,Priorat,Camp de Tarragona,1014,830,439,391,47.11,0.819,245.5,16,14686,763,91,160,15.78,13.41,2.37,0.42,alta,76,58,74.95,9.16,452.57,1548.5,28.8,1.1,0.91,1.09,15,14.79,12,11.83,920,-94,-9.3,1119,1119,42.6,baixa,1119,105,10.4,1015,,55.5,174,51.87,59.13,indeterminat,79.9,29,,,,
43050,430509,Creixell,Tarragonès,Camp de Tarragona,4244,4049,1627,2422,59.82,0.954,179,405.7,14487,2647,741,856,20.17,14.75,5.42,-0.19,alta,267,255,62.91,6.59,870.74,2062.4,26.2,2.12,1.48,0.99,20,4.71,13,3.06,6274,2030,47.8,9013,9013,39.5,alta,9013,4769,112.4,8176,,57.53,167,69.44,45.61,indeterminat,82.6,21,,,,
43051,430516,Cunit,Baix Penedès,Penedès,16304,13027,5797,7230,55.5,0.799,170.7,1673.9,14003,9067,2961,4276,26.23,19.69,6.54,3.41,alta,652,646,39.99,5,938.91,1631.6,50.1,2.29,1.29,1.89,43,2.64,37,2.27,21062,4758,29.2,37337,37337,68.2,alta,37337,21033,129,33867,,45,257,58.24,31.75,indeterminat,79.4,30,,,,
43052,430521,Xerta,Baix Ebre,Terres de l'Ebre,1186,855,486,369,43.16,0.721,275.2,36.6,13790,940,78,168,14.17,12.31,1.86,2.96,alta,10,8,8.43,1.17,555.78,1510,23.7,1.36,0.94,0.89,3,2.53,9,7.59,1110,-76,-6.4,1608,1608,36.5,alta,1608,422,35.6,1458,,25.25,460,43.73,6.78,indeterminat,83,20,,,,
43053,430537,Duesaigües,Baix Camp,Camp de Tarragona,219,208,103,105,50.48,0.95,460,16.1,15459,158,23,38,17.35,12.33,5.02,-2.63,alta,13,12,59.36,6.25,394,1352.5,24.4,0.96,0.77,0.92,1,4.57,3,13.7,169,-50,-22.8,210,219,37.3,mitjana,210,-9,-4.1,191,,52.11,196,61.09,43.13,buit_administratiu,59.2,46,,,,
43054,430542,"Espluga de Francolí, l'",Conca de Barberà,Camp de Tarragona,3892,2364,1433,931,39.38,0.607,180.7,68.3,14785,2899,388,605,15.54,14.08,1.46,2.2,alta,38,28,9.76,1.61,460.36,1242,26.2,1.12,0.9,0.99,10,2.57,22,5.65,3500,-392,-10.1,4370,4370,39.5,mitjana,4370,478,12.3,3964,,21.9,507,34.97,8.83,capital_serveis,81.3,25,,,,
43055,430555,Falset,Priorat,Camp de Tarragona,2892,1712,1058,654,38.2,0.592,182.7,91.5,15002,2102,197,593,20.5,17.63,2.87,4.1,alta,30,19,10.37,1.75,427.51,1264.1,30.7,1.04,0.89,1.16,9,3.11,12,4.15,2562,-330,-11.4,3016,3016,44.9,mitjana,3016,124,4.3,2735,,21.38,513,33.22,9.55,capital_serveis,82.5,21,,,,
43056,430568,"Fatarella, la",Terra Alta,Terres de l'Ebre,841,635,375,260,40.94,0.755,480.3,14.9,14858,765,21,55,6.54,4.4,2.14,0.59,alta,6,4,7.13,0.94,377.44,1815.1,30.7,0.92,1.05,1.16,1,1.19,4,4.76,887,46,5.5,774,887,44.9,baixa,774,-67,-8,702,,24.45,476,43.42,5.49,indeterminat,79.7,29,,,,
43057,430574,"Febró, la",Baix Camp,Camp de Tarragona,35,57,21,36,63.16,1.629,,2.2,,29,4,2,,,,,baixa,2,1,57.14,3.51,1227.32,1844.3,81.4,2.99,,3.07,0,0,1,28.57,,,,105,105,100,baixa,105,70,200,95,,63.87,118,95.24,32.5,pendent,,,,,,
43058,430580,"Figuera, la",Priorat,Camp de Tarragona,116,185,55,130,70.27,1.595,600,6.2,12753,98,9,9,7.76,4.31,3.45,-5.26,mitjana,4,4,34.48,2.16,343.45,1619,28.9,0.84,0.98,1.09,5,43.1,1,8.62,114,-2,-1.7,97,116,42.8,baixa,97,-19,-16.4,88,,59.8,152,100,19.59,indeterminat,27.1,95,,,,
43059,430593,Figuerola del Camp,Alt Camp,Camp de Tarragona,343,259,135,124,47.88,0.755,225,15.1,18212,300,16,27,7.87,4.96,2.91,-0.37,mitjana,4,3,11.66,1.54,405.4,1336.8,35.6,0.99,0.7,1.34,0,0,3,8.75,240,-103,-30,339,343,50.8,mitjana,339,-4,-1.2,308,,29.37,403,49.48,9.25,indeterminat,72.3,39,,,,
43060,430607,Flix,Ribera d'Ebre,Terres de l'Ebre,3342,2489,1429,1060,42.59,0.745,288,28.6,17209,2425,337,580,17.35,16.07,1.28,3.57,alta,10,7,2.99,0.4,373.48,1869.5,31.9,0.91,1.03,1.2,14,4.19,23,6.88,3439,97,2.9,3044,3439,46.4,baixa,3044,-298,-8.9,2761,,23.23,490,44.38,2.08,capital_serveis,78.3,33,,,,
43061,430614,Forès,Conca de Barberà,Camp de Tarragona,39,89,25,64,71.91,2.282,700,2.4,,32,4,3,,,,0.18,baixa,4,3,102.56,4.49,1881.63,2616.2,141,4.59,,5.32,1,25.64,1,25.64,,,,179,179,100,baixa,179,140,359,162,,76.08,66,100,52.17,pendent,,,,,,
43062,430629,Freginals,Montsià,Terres de l'Ebre,445,352,163,189,53.69,0.791,331.6,25.3,13795,284,31,130,29.21,26.07,3.14,1.2,alta,2,2,4.49,0.57,440.63,837.9,27.1,1.07,0.51,1.02,3,6.74,7,15.73,228,-217,-48.8,478,478,40.6,mitjana,478,33,7.4,434,,29.75,397,56.28,3.22,indeterminat,64.6,73,,,,
43063,430635,"Galera, la",Montsià,Terres de l'Ebre,731,491,291,200,40.73,0.672,265.3,26.6,11820,537,57,137,18.74,17.37,1.37,1.57,alta,14,13,19.15,2.85,506.39,1417.9,21.4,1.24,0.93,0.81,1,1.37,4,5.47,681,-50,-6.8,903,903,33.7,alta,903,172,23.5,819,,27.94,422,39.26,16.62,indeterminat,83.2,19,,,,
43064,430640,Gandesa,Terra Alta,Terres de l'Ebre,3151,1486,1097,389,26.18,0.472,176.6,44.3,13430,2164,184,803,25.48,25.93,-0.45,4.3,alta,14,11,4.44,0.94,422.05,1297.1,31.3,1.03,0.95,1.18,8,2.54,10,3.17,2988,-163,-5.2,3244,3244,45.6,mitjana,3244,93,3,2942,,10.75,679,16.97,4.53,indeterminat,87.1,8,,,,
43065,430653,Garcia,Ribera d'Ebre,Terres de l'Ebre,555,411,225,186,45.26,0.741,250.8,10.6,13742,413,30,112,20.18,18.74,1.44,1.32,alta,3,1,5.41,0.73,310.72,1551.6,32.1,0.76,0.92,1.21,3,5.41,3,5.41,513,-42,-7.6,421,555,46.6,baixa,421,-134,-24.1,382,,25.32,458,46.52,4.12,indeterminat,72.5,50,,,,
43066,430666,"Garidells, els",Alt Camp,Camp de Tarragona,211,123,80,43,34.96,0.583,200,68.7,17095,161,30,20,9.48,7.11,2.37,4.57,mitjana,2,1,9.48,1.63,276.64,1080.1,25,0.67,0.61,0.94,0,0,1,4.74,129,-82,-38.9,142,211,38.1,mitjana,142,-69,-32.7,129,,19.38,542,29.96,8.8,buit_administratiu,62.1,35,,,,
43067,430672,Ginestar,Ribera d'Ebre,Terres de l'Ebre,799,589,327,262,44.48,0.737,362.5,50.4,13775,576,26,197,24.66,25.16,-0.5,1.95,alta,7,2,8.76,1.19,312.58,1180.3,29.2,0.76,0.74,1.1,2,2.5,3,3.75,592,-207,-25.9,609,799,43.1,mitjana,609,-190,-23.8,553,,26.31,446,45.65,6.97,indeterminat,73.2,48,,,,
43068,430688,Godall,Montsià,Terres de l'Ebre,600,545,258,287,52.66,0.908,312.1,17.8,12864,477,44,79,13.17,12.17,1,0.36,alta,8,8,13.33,1.47,381.45,1435.1,17.1,0.93,0.9,0.65,0,0,4,6.67,538,-62,-10.3,558,600,28.6,mitjana,558,-42,-7,506,,35.29,341,60.99,9.6,indeterminat,71.6,52,,,,
43069,430691,Gratallops,Priorat,Camp de Tarragona,227,218,105,113,51.83,0.96,322.7,16.8,15124,177,24,26,11.45,7.05,4.4,-4.62,mitjana,18,11,79.3,8.26,509.7,1338.9,31.7,1.24,0.77,1.2,3,13.22,5,22.03,176,-51,-22.5,282,282,46.1,alta,282,55,24.2,256,,60.1,148,62.75,57.44,indeterminat,60.1,46,,,,
